,rt,accuracy,condition,block,node type,participant,phase
49,2.0057252128608525,1.0,unstructured,0,boundary,24067.0,exposure
50,1.1653136685490608,1.0,unstructured,0,nonboundary,24067.0,exposure
51,1.2547863041982057,1.0,unstructured,0,nonboundary,24067.0,exposure
52,4.780374537222087,0.0,unstructured,0,nonboundary,24067.0,exposure
53,4.637412953656167,1.0,unstructured,0,boundary,24067.0,exposure
54,1.810815631877631,1.0,unstructured,0,boundary,24067.0,exposure
55,1.8983404217287896,0.0,unstructured,0,nonboundary,24067.0,exposure
56,3.2786711901426315,1.0,unstructured,0,boundary,24067.0,exposure
57,0.9635143335908652,1.0,unstructured,0,boundary,24067.0,exposure
58,1.0929469433613122,1.0,unstructured,0,nonboundary,24067.0,exposure
59,5.815943481400609,0.0,unstructured,0,boundary,24067.0,exposure
60,1.0799896768294277,1.0,unstructured,0,nonboundary,24067.0,exposure
61,0.6604336393065751,1.0,unstructured,0,boundary,24067.0,exposure
62,1.7939010956324637,1.0,unstructured,0,nonboundary,24067.0,exposure
63,0.9464277415536344,1.0,unstructured,0,nonboundary,24067.0,exposure
64,0.916550202295184,1.0,unstructured,0,nonboundary,24067.0,exposure
65,2.248024232685566,1.0,unstructured,0,nonboundary,24067.0,exposure
66,1.1812921650707722,1.0,unstructured,0,nonboundary,24067.0,exposure
67,2.446097214240581,1.0,unstructured,0,boundary,24067.0,exposure
68,0.7803017906844616,1.0,unstructured,0,boundary,24067.0,exposure
69,0.9171306625939906,1.0,unstructured,0,nonboundary,24067.0,exposure
70,0.9358735121786594,1.0,unstructured,0,nonboundary,24067.0,exposure
71,0.8736169929616153,1.0,unstructured,0,nonboundary,24067.0,exposure
72,1.2627687607891858,1.0,unstructured,0,nonboundary,24067.0,exposure
73,0.7882368564605713,1.0,unstructured,0,nonboundary,24067.0,exposure
74,0.6603669305332005,1.0,unstructured,0,nonboundary,24067.0,exposure
75,1.576525027863681,1.0,unstructured,0,nonboundary,24067.0,exposure
76,1.2337572327814996,1.0,unstructured,0,boundary,24067.0,exposure
77,1.73514001397416,1.0,unstructured,0,nonboundary,24067.0,exposure
78,0.8653779630549252,1.0,unstructured,0,nonboundary,24067.0,exposure
79,4.67085324274376,1.0,unstructured,0,nonboundary,24067.0,exposure
80,1.5238972618244588,1.0,unstructured,0,nonboundary,24067.0,exposure
81,1.2067327918484807,1.0,unstructured,0,nonboundary,24067.0,exposure
82,1.9402307351119816,1.0,unstructured,0,boundary,24067.0,exposure
83,1.4947749548591671,1.0,unstructured,0,nonboundary,24067.0,exposure
84,0.7629145546816289,1.0,unstructured,0,nonboundary,24067.0,exposure
85,0.7400091765448451,1.0,unstructured,0,nonboundary,24067.0,exposure
86,5.966638192068785,1.0,unstructured,0,nonboundary,24067.0,exposure
87,2.7107238695025444,0.0,unstructured,0,nonboundary,24067.0,exposure
88,1.5062754875980318,1.0,unstructured,0,boundary,24067.0,exposure
89,0.7817920302040875,1.0,unstructured,0,boundary,24067.0,exposure
90,1.4299276461824777,0.0,unstructured,0,boundary,24067.0,exposure
91,1.5007211226038637,1.0,unstructured,0,nonboundary,24067.0,exposure
92,0.7602323046885431,1.0,unstructured,0,boundary,24067.0,exposure
93,0.9616630799137056,1.0,unstructured,0,boundary,24067.0,exposure
94,1.0191310308873651,1.0,unstructured,0,nonboundary,24067.0,exposure
95,0.6329857013188303,1.0,unstructured,0,boundary,24067.0,exposure
96,2.463755814358592,1.0,unstructured,0,boundary,24067.0,exposure
97,1.9406376308761537,1.0,unstructured,0,boundary,24067.0,exposure
98,0.902846759185195,1.0,unstructured,0,boundary,24067.0,exposure
99,1.0946599491871891,1.0,unstructured,0,nonboundary,24067.0,exposure
100,3.074870581272989,0.0,unstructured,0,boundary,24067.0,exposure
101,0.6640464970842004,1.0,unstructured,0,nonboundary,24067.0,exposure
102,1.4615055131725967,1.0,unstructured,0,nonboundary,24067.0,exposure
103,1.1380012617446482,1.0,unstructured,0,nonboundary,24067.0,exposure
104,1.172128262463957,1.0,unstructured,0,nonboundary,24067.0,exposure
105,1.7889404720626771,1.0,unstructured,0,nonboundary,24067.0,exposure
106,0.9411308555863798,1.0,unstructured,0,nonboundary,24067.0,exposure
107,1.174949666019529,1.0,unstructured,0,nonboundary,24067.0,exposure
108,1.871091101784259,1.0,unstructured,0,boundary,24067.0,exposure
109,1.5963219422847033,0.0,unstructured,0,nonboundary,24067.0,exposure
110,1.4194579352624714,1.0,unstructured,0,nonboundary,24067.0,exposure
111,1.722311637364328,0.0,unstructured,0,boundary,24067.0,exposure
112,2.580530292354524,1.0,unstructured,0,nonboundary,24067.0,exposure
113,3.4214661521837115,0.0,unstructured,0,nonboundary,24067.0,exposure
114,1.300446739885956,1.0,unstructured,0,nonboundary,24067.0,exposure
115,1.2075625811703503,1.0,unstructured,0,boundary,24067.0,exposure
116,0.8154200715944171,1.0,unstructured,0,boundary,24067.0,exposure
117,1.445863581262529,0.0,unstructured,0,boundary,24067.0,exposure
118,3.892106589861214,1.0,unstructured,0,boundary,24067.0,exposure
119,0.7683789683505893,1.0,unstructured,0,boundary,24067.0,exposure
120,2.1691915513947606,1.0,unstructured,0,nonboundary,24067.0,exposure
121,0.7220203503966331,1.0,unstructured,0,nonboundary,24067.0,exposure
122,1.4528025379404426,1.0,unstructured,0,nonboundary,24067.0,exposure
123,1.3063126155175269,1.0,unstructured,0,nonboundary,24067.0,exposure
124,2.5168728814460337,1.0,unstructured,0,boundary,24067.0,exposure
125,1.0557329100556672,1.0,unstructured,0,nonboundary,24067.0,exposure
126,0.8365095127373934,1.0,unstructured,0,boundary,24067.0,exposure
127,1.1863273452036085,1.0,unstructured,0,boundary,24067.0,exposure
128,1.4987787096761167,0.0,unstructured,0,boundary,24067.0,exposure
129,1.342978185042739,1.0,unstructured,0,nonboundary,24067.0,exposure
130,2.640478253364563,0.0,unstructured,0,boundary,24067.0,exposure
131,1.549751425627619,0.0,unstructured,0,boundary,24067.0,exposure
132,0.8319213739596307,1.0,unstructured,0,nonboundary,24067.0,exposure
133,0.7986742691136897,1.0,unstructured,0,nonboundary,24067.0,exposure
134,0.9108032565563916,0.0,unstructured,0,nonboundary,24067.0,exposure
135,2.8262990922667086,1.0,unstructured,0,boundary,24067.0,exposure
136,4.881345592439175,1.0,unstructured,0,boundary,24067.0,exposure
137,0.6932982983998954,1.0,unstructured,0,nonboundary,24067.0,exposure
138,1.1134242308326066,1.0,unstructured,0,boundary,24067.0,exposure
139,0.9089154787361622,1.0,unstructured,0,nonboundary,24067.0,exposure
140,0.8883397877216339,1.0,unstructured,0,nonboundary,24067.0,exposure
141,1.1804744498804212,1.0,unstructured,0,boundary,24067.0,exposure
142,0.9729888406582176,1.0,unstructured,0,nonboundary,24067.0,exposure
143,1.5181143954396248,1.0,unstructured,0,nonboundary,24067.0,exposure
144,1.2408872614614666,1.0,unstructured,0,nonboundary,24067.0,exposure
145,1.118120432831347,1.0,unstructured,0,nonboundary,24067.0,exposure
146,1.856924920808524,1.0,unstructured,0,boundary,24067.0,exposure
147,2.134461754001677,1.0,unstructured,0,nonboundary,24067.0,exposure
148,1.3926746738143263,1.0,unstructured,0,nonboundary,24067.0,exposure
149,1.0488072345033288,1.0,unstructured,0,boundary,24067.0,exposure
150,2.4942965204827487,0.0,unstructured,0,boundary,24067.0,exposure
151,1.2825164734385908,1.0,unstructured,0,nonboundary,24067.0,exposure
152,0.8872977974824607,1.0,unstructured,0,nonboundary,24067.0,exposure
153,0.8104552221484482,1.0,unstructured,0,nonboundary,24067.0,exposure
154,2.513604737818241,0.0,unstructured,0,boundary,24067.0,exposure
155,0.5734766321256757,1.0,unstructured,0,nonboundary,24067.0,exposure
156,0.7582373698242009,1.0,unstructured,0,nonboundary,24067.0,exposure
157,2.807400185149163,1.0,unstructured,0,boundary,24067.0,exposure
158,1.3753209430724382,1.0,unstructured,0,boundary,24067.0,exposure
159,1.2081315708346665,0.0,unstructured,0,boundary,24067.0,exposure
160,2.767355390824377,1.0,unstructured,0,boundary,24067.0,exposure
161,1.6475892649032176,1.0,unstructured,0,nonboundary,24067.0,exposure
162,1.3417668561451137,0.0,unstructured,0,boundary,24067.0,exposure
163,0.8078988436609507,1.0,unstructured,0,nonboundary,24067.0,exposure
164,0.9909858158789576,1.0,unstructured,0,nonboundary,24067.0,exposure
165,1.7435136693529785,1.0,unstructured,0,nonboundary,24067.0,exposure
166,0.9056760109961032,1.0,unstructured,0,boundary,24067.0,exposure
167,0.7171327755786479,1.0,unstructured,0,nonboundary,24067.0,exposure
168,1.342957055196166,1.0,unstructured,0,nonboundary,24067.0,exposure
169,0.561033115722239,1.0,unstructured,0,nonboundary,24067.0,exposure
170,0.6894979914650321,1.0,unstructured,0,boundary,24067.0,exposure
171,1.821624020114541,0.0,unstructured,0,nonboundary,24067.0,exposure
172,2.26881967112422,1.0,unstructured,0,boundary,24067.0,exposure
173,0.9297054838389158,1.0,unstructured,0,boundary,24067.0,exposure
174,0.7721512033604085,1.0,unstructured,0,nonboundary,24067.0,exposure
175,1.1492805373854935,1.0,unstructured,0,boundary,24067.0,exposure
176,1.6394151328131557,1.0,unstructured,0,nonboundary,24067.0,exposure
177,0.9246217045001686,1.0,unstructured,0,nonboundary,24067.0,exposure
178,1.0624125767499208,1.0,unstructured,0,boundary,24067.0,exposure
179,0.9801940298639238,1.0,unstructured,0,nonboundary,24067.0,exposure
180,0.9563043145462872,1.0,unstructured,0,boundary,24067.0,exposure
181,0.6138060726225376,1.0,unstructured,0,nonboundary,24067.0,exposure
182,1.644259241875261,0.0,unstructured,0,boundary,24067.0,exposure
183,0.6984321847558022,1.0,unstructured,0,nonboundary,24067.0,exposure
184,0.4148302539251745,1.0,unstructured,0,nonboundary,24067.0,exposure
185,0.6699108630418777,1.0,unstructured,0,nonboundary,24067.0,exposure
186,0.6980449096299708,1.0,unstructured,0,boundary,24067.0,exposure
187,0.9014793732203544,1.0,unstructured,0,nonboundary,24067.0,exposure
188,1.0879531162790954,1.0,unstructured,0,nonboundary,24067.0,exposure
189,0.8683825903572142,1.0,unstructured,0,nonboundary,24067.0,exposure
190,1.080875308252871,1.0,unstructured,0,nonboundary,24067.0,exposure
191,0.8219328140839934,1.0,unstructured,0,boundary,24067.0,exposure
192,1.1165082454681396,1.0,unstructured,0,nonboundary,24067.0,exposure
193,0.967575741931796,1.0,unstructured,0,boundary,24067.0,exposure
194,1.7123900884762406,1.0,unstructured,0,nonboundary,24067.0,exposure
195,0.7158991093747318,1.0,unstructured,0,boundary,24067.0,exposure
196,0.8869624407961965,1.0,unstructured,0,boundary,24067.0,exposure
197,1.1698121577501297,1.0,unstructured,0,boundary,24067.0,exposure
198,0.9705791622400284,1.0,unstructured,0,nonboundary,24067.0,exposure
199,0.9070394728332758,1.0,unstructured,0,nonboundary,24067.0,exposure
200,1.0708644115366042,1.0,unstructured,0,nonboundary,24067.0,exposure
201,0.7633018298074603,1.0,unstructured,0,nonboundary,24067.0,exposure
202,4.109182918909937,0.0,unstructured,0,nonboundary,24067.0,exposure
203,0.9688308397307992,1.0,unstructured,0,boundary,24067.0,exposure
204,0.7456109318882227,1.0,unstructured,0,nonboundary,24067.0,exposure
205,0.9624062371440232,1.0,unstructured,0,boundary,24067.0,exposure
206,1.284207746386528,0.0,unstructured,0,nonboundary,24067.0,exposure
207,1.104330056346953,1.0,unstructured,0,nonboundary,24067.0,exposure
208,0.7238266286440194,1.0,unstructured,0,nonboundary,24067.0,exposure
209,1.0145936026237905,1.0,unstructured,0,nonboundary,24067.0,exposure
210,0.6860149297863245,1.0,unstructured,0,nonboundary,24067.0,exposure
211,0.5861371792852879,1.0,unstructured,0,boundary,24067.0,exposure
212,0.5779165625572205,1.0,unstructured,0,nonboundary,24067.0,exposure
213,1.1706926580518484,1.0,unstructured,0,nonboundary,24067.0,exposure
214,0.8998656761832535,1.0,unstructured,0,boundary,24067.0,exposure
215,0.6959573058411479,1.0,unstructured,0,nonboundary,24067.0,exposure
216,0.9470462347380816,0.0,unstructured,0,nonboundary,24067.0,exposure
217,1.3488301755860448,1.0,unstructured,0,boundary,24067.0,exposure
218,1.2393143149092791,0.0,unstructured,0,nonboundary,24067.0,exposure
219,1.8455475429072976,1.0,unstructured,0,nonboundary,24067.0,exposure
220,0.4837395744398236,1.0,unstructured,0,nonboundary,24067.0,exposure
221,4.351871628314257,1.0,unstructured,0,nonboundary,24067.0,exposure
222,0.7295270897448063,1.0,unstructured,0,boundary,24067.0,exposure
223,3.179359109140933,0.0,unstructured,0,nonboundary,24067.0,exposure
224,0.7722646994516253,0.0,unstructured,0,boundary,24067.0,exposure
225,0.6687110047787428,1.0,unstructured,0,nonboundary,24067.0,exposure
226,1.1848289561457932,1.0,unstructured,0,boundary,24067.0,exposure
227,0.8490049471147358,1.0,unstructured,0,nonboundary,24067.0,exposure
228,0.7504574554041028,1.0,unstructured,0,nonboundary,24067.0,exposure
229,1.7682443428784609,1.0,unstructured,0,boundary,24067.0,exposure
230,0.8404275421053171,1.0,unstructured,0,boundary,24067.0,exposure
231,1.6211612820625303,1.0,unstructured,0,nonboundary,24067.0,exposure
232,0.8036771519109607,1.0,unstructured,0,boundary,24067.0,exposure
233,0.8831672645173967,0.0,unstructured,0,nonboundary,24067.0,exposure
234,0.8879425516352057,1.0,unstructured,0,nonboundary,24067.0,exposure
235,0.4199819494970143,1.0,unstructured,0,nonboundary,24067.0,exposure
236,0.7227773936465383,1.0,unstructured,0,nonboundary,24067.0,exposure
237,0.6212488189339638,1.0,unstructured,0,nonboundary,24067.0,exposure
238,0.9313421212136744,0.0,unstructured,0,boundary,24067.0,exposure
239,0.590440068859607,1.0,unstructured,0,boundary,24067.0,exposure
240,0.8785688625648618,1.0,unstructured,0,nonboundary,24067.0,exposure
241,0.8350062938407063,1.0,unstructured,0,nonboundary,24067.0,exposure
242,0.8884719987399876,1.0,unstructured,0,nonboundary,24067.0,exposure
243,0.5483088782057166,1.0,unstructured,0,boundary,24067.0,exposure
244,0.982386073563248,1.0,unstructured,0,boundary,24067.0,exposure
245,2.255173579789698,1.0,unstructured,0,boundary,24067.0,exposure
246,0.9570341906510292,1.0,unstructured,0,nonboundary,24067.0,exposure
247,0.8465176932513714,1.0,unstructured,0,nonboundary,24067.0,exposure
248,0.9159733643755316,1.0,unstructured,0,boundary,24067.0,exposure
249,2.4154662545770407,1.0,unstructured,0,nonboundary,24067.0,exposure
250,7.595268179662526,0.0,unstructured,1,nonboundary,24067.0,exposure
251,2.076075571589172,0.0,unstructured,1,boundary,24067.0,exposure
252,4.321028165984899,0.0,unstructured,1,nonboundary,24067.0,exposure
253,1.084004902280867,1.0,unstructured,1,nonboundary,24067.0,exposure
254,0.5918306978419423,1.0,unstructured,1,nonboundary,24067.0,exposure
255,0.7590146367438138,1.0,unstructured,1,nonboundary,24067.0,exposure
256,1.48870955593884,1.0,unstructured,1,nonboundary,24067.0,exposure
257,1.2448777351528406,1.0,unstructured,1,boundary,24067.0,exposure
258,0.8590511605143547,1.0,unstructured,1,nonboundary,24067.0,exposure
259,1.1921518673188984,1.0,unstructured,1,nonboundary,24067.0,exposure
260,3.1766786705702543,0.0,unstructured,1,boundary,24067.0,exposure
261,0.7695658472366631,1.0,unstructured,1,nonboundary,24067.0,exposure
262,3.15440627373755,0.0,unstructured,1,nonboundary,24067.0,exposure
263,5.306474105454981,1.0,unstructured,1,boundary,24067.0,exposure
264,1.1021229196339846,1.0,unstructured,1,nonboundary,24067.0,exposure
265,1.3616334982216358,1.0,unstructured,1,boundary,24067.0,exposure
266,2.1785229817032814,1.0,unstructured,1,boundary,24067.0,exposure
267,0.4986718543805182,1.0,unstructured,1,boundary,24067.0,exposure
268,1.4384555481374264,1.0,unstructured,1,boundary,24067.0,exposure
269,0.811900183558464,1.0,unstructured,1,boundary,24067.0,exposure
270,0.691381542943418,1.0,unstructured,1,nonboundary,24067.0,exposure
271,0.7591646569781005,1.0,unstructured,1,nonboundary,24067.0,exposure
272,1.6729399408213794,1.0,unstructured,1,nonboundary,24067.0,exposure
273,1.7817953508347273,0.0,unstructured,1,nonboundary,24067.0,exposure
274,0.7506599980406463,1.0,unstructured,1,nonboundary,24067.0,exposure
275,0.7360597546212375,1.0,unstructured,1,boundary,24067.0,exposure
276,1.3142111571505666,1.0,unstructured,1,nonboundary,24067.0,exposure
277,1.0777094922959805,1.0,unstructured,1,nonboundary,24067.0,exposure
278,0.5375231294892728,1.0,unstructured,1,nonboundary,24067.0,exposure
279,0.739601073320955,1.0,unstructured,1,nonboundary,24067.0,exposure
280,0.781380305532366,1.0,unstructured,1,nonboundary,24067.0,exposure
281,0.6461693565361202,1.0,unstructured,1,boundary,24067.0,exposure
282,1.0682633593678474,1.0,unstructured,1,nonboundary,24067.0,exposure
283,1.3690747353248298,1.0,unstructured,1,nonboundary,24067.0,exposure
284,0.8662083558738232,1.0,unstructured,1,boundary,24067.0,exposure
285,1.5597019521519542,0.0,unstructured,1,boundary,24067.0,exposure
286,1.2251777150668204,1.0,unstructured,1,nonboundary,24067.0,exposure
287,0.968004370573908,1.0,unstructured,1,boundary,24067.0,exposure
288,1.9275092142634092,1.0,unstructured,1,nonboundary,24067.0,exposure
289,0.954634774941951,1.0,unstructured,1,boundary,24067.0,exposure
290,0.772078457288444,1.0,unstructured,1,nonboundary,24067.0,exposure
291,0.7328860899433494,1.0,unstructured,1,nonboundary,24067.0,exposure
292,0.7433582157827914,1.0,unstructured,1,nonboundary,24067.0,exposure
293,1.0577927427366376,1.0,unstructured,1,boundary,24067.0,exposure
294,0.9269314706325532,1.0,unstructured,1,boundary,24067.0,exposure
295,0.9700104738585652,1.0,unstructured,1,nonboundary,24067.0,exposure
296,1.4025141191668808,1.0,unstructured,1,boundary,24067.0,exposure
297,0.7783479075878859,1.0,unstructured,1,boundary,24067.0,exposure
298,0.714148975443095,1.0,unstructured,1,boundary,24067.0,exposure
299,1.0609006034210324,1.0,unstructured,1,boundary,24067.0,exposure
300,1.5943882833234966,0.0,unstructured,1,boundary,24067.0,exposure
301,1.0425498583354056,1.0,unstructured,1,nonboundary,24067.0,exposure
302,0.5606690836139023,1.0,unstructured,1,nonboundary,24067.0,exposure
303,0.6100936043076217,1.0,unstructured,1,boundary,24067.0,exposure
304,0.6891928194090724,1.0,unstructured,1,nonboundary,24067.0,exposure
305,1.2053017155267298,0.0,unstructured,1,nonboundary,24067.0,exposure
306,0.9811475779861212,1.0,unstructured,1,nonboundary,24067.0,exposure
307,0.8849705243483186,1.0,unstructured,1,boundary,24067.0,exposure
308,1.272710232064128,0.0,unstructured,1,boundary,24067.0,exposure
309,2.157904427498579,0.0,unstructured,1,boundary,24067.0,exposure
310,2.087436649017036,1.0,unstructured,1,nonboundary,24067.0,exposure
311,1.5795791591517627,0.0,unstructured,1,boundary,24067.0,exposure
312,0.7484860648401082,1.0,unstructured,1,nonboundary,24067.0,exposure
313,0.550583025906235,1.0,unstructured,1,boundary,24067.0,exposure
314,2.207739768084138,1.0,unstructured,1,nonboundary,24067.0,exposure
315,1.9106182213872671,1.0,unstructured,1,nonboundary,24067.0,exposure
316,1.1221169433556497,1.0,unstructured,1,boundary,24067.0,exposure
317,0.8039095774292946,1.0,unstructured,1,boundary,24067.0,exposure
318,0.7317321132868528,1.0,unstructured,1,nonboundary,24067.0,exposure
319,0.5344795631244779,1.0,unstructured,1,boundary,24067.0,exposure
320,0.552230529487133,1.0,unstructured,1,boundary,24067.0,exposure
321,0.7456876020878553,1.0,unstructured,1,nonboundary,24067.0,exposure
322,2.012146796565503,1.0,unstructured,1,nonboundary,24067.0,exposure
323,1.2436751597560942,1.0,unstructured,1,nonboundary,24067.0,exposure
324,1.2727971649728715,1.0,unstructured,1,nonboundary,24067.0,exposure
325,0.6456483616493642,1.0,unstructured,1,nonboundary,24067.0,exposure
326,1.0514478296972811,1.0,unstructured,1,nonboundary,24067.0,exposure
327,0.8891910086385906,1.0,unstructured,1,boundary,24067.0,exposure
328,1.140966346487403,1.0,unstructured,1,nonboundary,24067.0,exposure
329,0.6391060370951891,1.0,unstructured,1,nonboundary,24067.0,exposure
330,0.8372221835888922,1.0,unstructured,1,boundary,24067.0,exposure
331,0.6113438718020916,1.0,unstructured,1,nonboundary,24067.0,exposure
332,1.1467966032214465,1.0,unstructured,1,nonboundary,24067.0,exposure
333,0.7892332673072815,1.0,unstructured,1,boundary,24067.0,exposure
334,1.1560658519156275,1.0,unstructured,1,boundary,24067.0,exposure
335,0.645851809065789,1.0,unstructured,1,nonboundary,24067.0,exposure
336,0.5156165761873126,1.0,unstructured,1,nonboundary,24067.0,exposure
337,0.5270262518897653,1.0,unstructured,1,boundary,24067.0,exposure
338,0.6098077506758273,1.0,unstructured,1,nonboundary,24067.0,exposure
339,0.8252305388450623,0.0,unstructured,1,boundary,24067.0,exposure
340,1.0639846175909042,1.0,unstructured,1,nonboundary,24067.0,exposure
341,0.7258013398386538,1.0,unstructured,1,nonboundary,24067.0,exposure
342,0.9922659671865404,1.0,unstructured,1,nonboundary,24067.0,exposure
343,1.2167059578932822,1.0,unstructured,1,nonboundary,24067.0,exposure
344,1.0322138676419854,1.0,unstructured,1,nonboundary,24067.0,exposure
345,0.574940912425518,1.0,unstructured,1,nonboundary,24067.0,exposure
346,3.302505969069898,1.0,unstructured,1,nonboundary,24067.0,exposure
347,1.0024211485870185,1.0,unstructured,1,nonboundary,24067.0,exposure
348,2.3699135803617537,0.0,unstructured,1,nonboundary,24067.0,exposure
349,1.042119116988033,1.0,unstructured,1,boundary,24067.0,exposure
350,0.9522525649517776,1.0,unstructured,1,boundary,24067.0,exposure
351,1.153720166068524,1.0,unstructured,1,nonboundary,24067.0,exposure
352,0.7231710078194737,1.0,unstructured,1,nonboundary,24067.0,exposure
353,0.8686391641385853,1.0,unstructured,1,nonboundary,24067.0,exposure
354,0.752743978984654,1.0,unstructured,1,boundary,24067.0,exposure
355,0.5701831332407892,1.0,unstructured,1,nonboundary,24067.0,exposure
356,0.8109402968548238,1.0,unstructured,1,nonboundary,24067.0,exposure
357,0.8107419805601239,1.0,unstructured,1,nonboundary,24067.0,exposure
358,0.6098512173630297,1.0,unstructured,1,nonboundary,24067.0,exposure
359,1.7046264740638437,1.0,unstructured,1,boundary,24067.0,exposure
360,0.8044897355139256,1.0,unstructured,1,nonboundary,24067.0,exposure
361,0.8919013305567205,1.0,unstructured,1,nonboundary,24067.0,exposure
362,0.600092064589262,1.0,unstructured,1,boundary,24067.0,exposure
363,0.5511930668726563,1.0,unstructured,1,nonboundary,24067.0,exposure
364,1.8242531446740031,1.0,unstructured,1,nonboundary,24067.0,exposure
365,0.9674537940882146,1.0,unstructured,1,boundary,24067.0,exposure
366,2.0802707001566887,1.0,unstructured,1,boundary,24067.0,exposure
367,0.7651168620213866,1.0,unstructured,1,boundary,24067.0,exposure
368,0.726561401039362,1.0,unstructured,1,nonboundary,24067.0,exposure
369,0.7849753540940583,1.0,unstructured,1,boundary,24067.0,exposure
370,1.161454802379012,0.0,unstructured,1,nonboundary,24067.0,exposure
371,2.0029478794895117,1.0,unstructured,1,nonboundary,24067.0,exposure
372,0.5534934755414724,1.0,unstructured,1,boundary,24067.0,exposure
373,1.1785878795199096,1.0,unstructured,1,nonboundary,24067.0,exposure
374,1.987708617001772,1.0,unstructured,1,boundary,24067.0,exposure
375,0.603895390406251,1.0,unstructured,1,nonboundary,24067.0,exposure
376,0.5553568033501506,0.0,unstructured,1,nonboundary,24067.0,exposure
377,0.6364479348994792,1.0,unstructured,1,nonboundary,24067.0,exposure
378,0.938581420108676,1.0,unstructured,1,nonboundary,24067.0,exposure
379,0.6770094991661608,1.0,unstructured,1,nonboundary,24067.0,exposure
380,1.017464811913669,1.0,unstructured,1,nonboundary,24067.0,exposure
381,0.7605643412098289,1.0,unstructured,1,nonboundary,24067.0,exposure
382,0.5776992295868695,1.0,unstructured,1,nonboundary,24067.0,exposure
383,2.808860239572823,1.0,unstructured,1,nonboundary,24067.0,exposure
384,0.8167681386694312,1.0,unstructured,1,nonboundary,24067.0,exposure
385,4.1999670984223485,0.0,unstructured,1,boundary,24067.0,exposure
386,2.431921675335616,1.0,unstructured,1,boundary,24067.0,exposure
387,1.0468107904307544,1.0,unstructured,1,nonboundary,24067.0,exposure
