,participant,parent index,left child index,right child index,path_resp.keys,path_resp.rt,left distance,right distance,parent cluster,left child cluster,right child cluster,left_option,right_option,left_right_option,left_right_distance,right_closer,walk_length
0,241032.0,5.0,8.0,2.0,right,3.3533050464466214,2.0,2.0,B,B,A,within,across,within_across,0.0,1,300.0
1,241032.0,2.0,0.0,8.0,right,7.79804546944797,2.0,4.0,A,A,B,within,across,within_across,-2.0,1,300.0
2,241032.0,5.0,4.0,6.0,right,1.738303592428565,1.0,1.0,B,A,B,across,within,across_within,0.0,1,300.0
3,241032.0,2.0,4.0,9.0,right,1.3998434618115425,1.0,5.0,A,A,B,within,across,within_across,-4.0,1,300.0
4,241032.0,4.0,7.0,1.0,left,1.290385608561337,2.0,2.0,A,B,A,across,within,across_within,0.0,0,300.0
5,241032.0,5.0,3.0,8.0,right,2.1619601929560304,2.0,2.0,B,A,B,across,within,across_within,0.0,1,300.0
6,241032.0,6.0,5.0,2.0,left,5.951337174512446,1.0,3.0,B,B,A,within,across,within_across,-2.0,0,300.0
7,241032.0,6.0,0.0,9.0,left,1.4438430275768042,5.0,2.0,B,A,B,across,within,across_within,3.0,0,300.0
8,241032.0,9.0,4.0,7.0,right,1.0213026637211442,4.0,2.0,B,A,B,across,within,across_within,2.0,1,300.0
9,241032.0,0.0,3.0,7.0,left,0.999890730716288,2.0,5.0,A,A,B,within,across,within_across,-3.0,0,300.0
10,241032.0,3.0,8.0,1.0,right,2.2357262587174773,4.0,1.0,A,B,A,across,within,across_within,3.0,1,300.0
11,241032.0,4.0,6.0,1.0,left,1.805322133935988,2.0,2.0,A,B,A,across,within,across_within,0.0,0,300.0
12,241032.0,4.0,5.0,3.0,right,2.4633155837655067,1.0,1.0,A,B,A,across,within,across_within,0.0,1,300.0
13,241032.0,2.0,1.0,3.0,left,0.9362221052870154,1.0,1.0,A,A,A,within,within,within_within,0.0,0,300.0
14,241032.0,6.0,9.0,1.0,left,1.349468550644815,2.0,4.0,B,B,A,within,across,within_across,-2.0,0,300.0
15,241032.0,5.0,1.0,9.0,right,0.6676163822412491,3.0,3.0,B,A,B,across,within,across_within,0.0,1,300.0
16,241032.0,5.0,7.0,6.0,right,0.539814586751163,1.0,1.0,B,B,B,within,within,within_within,0.0,1,300.0
17,241032.0,6.0,8.0,0.0,left,1.9139834083616731,1.0,5.0,B,B,A,within,across,within_across,-4.0,0,300.0
18,241032.0,4.0,5.0,2.0,left,0.6172263799235225,1.0,1.0,A,B,A,across,within,across_within,0.0,0,300.0
19,241032.0,4.0,8.0,0.0,left,0.9060330176725984,3.0,3.0,A,B,A,across,within,across_within,0.0,0,300.0
20,242000.0,4.0,1.0,7.0,right,3.5846948623657227,2.0,2.0,A,A,B,within,across,within_across,0.0,1,300.0
21,242000.0,5.0,3.0,8.0,left,5.882223129272461,2.0,2.0,B,A,B,across,within,across_within,0.0,0,300.0
22,242000.0,5.0,8.0,2.0,right,1.3311290740966797,2.0,2.0,B,B,A,within,across,within_across,0.0,1,300.0
23,242000.0,7.0,4.0,5.0,right,1.9490220546722408,2.0,1.0,B,A,B,across,within,across_within,1.0,1,300.0
24,242000.0,2.0,0.0,8.0,left,1.067828893661499,2.0,4.0,A,A,B,within,across,within_across,-2.0,0,300.0
25,242000.0,3.0,8.0,6.0,right,1.360023021697998,4.0,3.0,A,B,B,across,across,across_across,1.0,1,300.0
26,242000.0,4.0,1.0,6.0,left,2.483381986618042,2.0,2.0,A,A,B,within,across,within_across,0.0,0,300.0
27,242000.0,1.0,3.0,4.0,left,2.16422700881958,1.0,2.0,A,A,A,within,within,within_within,-1.0,0,300.0
28,242000.0,3.0,5.0,4.0,right,1.29426908493042,2.0,1.0,A,B,A,across,within,across_within,1.0,1,300.0
29,242000.0,5.0,6.0,4.0,right,3.1113970279693604,1.0,1.0,B,B,A,within,across,within_across,0.0,1,300.0
30,242000.0,4.0,5.0,3.0,right,1.179671049118042,1.0,1.0,A,B,A,across,within,across_within,0.0,1,300.0
31,242000.0,0.0,7.0,8.0,right,1.581334114074707,5.0,6.0,A,B,B,across,across,across_across,-1.0,1,300.0
32,242000.0,7.0,5.0,6.0,right,1.1474058628082275,1.0,1.0,B,B,B,within,within,within_within,0.0,1,300.0
33,242000.0,5.0,1.0,9.0,left,0.9644060134887696,3.0,3.0,B,A,B,across,within,across_within,0.0,0,300.0
34,242000.0,4.0,0.0,8.0,right,0.8999099731445312,3.0,3.0,A,A,B,within,across,within_across,0.0,1,300.0
35,242000.0,7.0,5.0,0.0,left,4.506491184234619,1.0,5.0,B,B,A,within,across,within_across,-4.0,0,300.0
36,242000.0,5.0,6.0,7.0,left,2.8684170246124268,1.0,1.0,B,B,B,within,within,within_within,0.0,0,300.0
37,242000.0,3.0,1.0,0.0,right,1.5705080032348633,1.0,2.0,A,A,A,within,within,within_within,-1.0,1,300.0
38,242000.0,4.0,5.0,2.0,right,1.769529104232788,1.0,1.0,A,B,A,across,within,across_within,0.0,1,300.0
39,242000.0,6.0,4.0,0.0,left,1.4998700618743896,2.0,5.0,B,A,A,across,across,across_across,-3.0,0,300.0
40,242001.0,5.0,8.0,3.0,left,2.56577205657959,2.0,2.0,B,B,A,within,across,within_across,0.0,0,300.0
41,242001.0,4.0,1.0,6.0,left,0.6669371128082275,2.0,2.0,A,A,B,within,across,within_across,0.0,0,300.0
42,242001.0,4.0,5.0,3.0,right,0.3926570415496826,1.0,1.0,A,B,A,across,within,across_within,0.0,1,300.0
43,242001.0,5.0,6.0,7.0,left,0.482900857925415,1.0,1.0,B,B,B,within,within,within_within,0.0,0,300.0
44,242001.0,8.0,5.0,6.0,left,0.5775132179260254,2.0,1.0,B,B,B,within,within,within_within,1.0,0,300.0
45,242001.0,5.0,8.0,2.0,left,0.6616599559783936,2.0,2.0,B,B,A,within,across,within_across,0.0,0,300.0
46,242001.0,3.0,5.0,6.0,left,1.1306378841400146,2.0,3.0,A,B,B,across,across,across_across,-1.0,0,300.0
47,242001.0,5.0,4.0,8.0,right,0.1705641746520996,1.0,2.0,B,A,B,across,within,across_within,-1.0,1,300.0
48,242001.0,5.0,4.0,3.0,left,0.911322832107544,1.0,2.0,B,A,A,across,across,across_across,-1.0,0,300.0
49,242001.0,4.0,2.0,5.0,left,0.2271668910980224,1.0,1.0,A,A,B,within,across,within_across,0.0,0,300.0
50,242001.0,6.0,0.0,8.0,left,0.2616610527038574,5.0,1.0,B,A,B,across,within,across_within,4.0,0,300.0
51,242001.0,2.0,6.0,8.0,left,0.7953550815582275,3.0,4.0,A,B,B,across,across,across_across,-1.0,0,300.0
52,242001.0,5.0,4.0,6.0,right,0.903815984725952,1.0,1.0,B,A,B,across,within,across_within,0.0,1,300.0
53,242001.0,5.0,9.0,1.0,right,1.0769150257110596,3.0,3.0,B,B,A,within,across,within_across,0.0,1,300.0
54,242001.0,4.0,7.0,1.0,left,1.0622971057891846,2.0,2.0,A,B,A,across,within,across_within,0.0,0,300.0
55,242001.0,6.0,7.0,8.0,left,0.9159390926361084,1.0,1.0,B,B,B,within,within,within_within,0.0,0,300.0
56,242001.0,9.0,0.0,5.0,right,0.7374448776245117,7.0,3.0,B,A,B,across,within,across_within,4.0,1,300.0
57,242001.0,5.0,0.0,9.0,left,1.2447891235351562,4.0,3.0,B,A,B,across,within,across_within,1.0,0,300.0
58,242001.0,1.0,2.0,9.0,left,0.495323896408081,1.0,6.0,A,A,B,within,across,within_across,-5.0,0,300.0
59,242001.0,4.0,8.0,0.0,right,0.3277490139007568,3.0,3.0,A,B,A,across,within,across_within,0.0,1,300.0
60,242003.0,4.0,8.0,0.0,left,6.508028984069824,3.0,3.0,A,B,A,across,within,across_within,0.0,0,300.0
61,242003.0,1.0,4.0,9.0,left,3.497051954269409,2.0,6.0,A,A,B,within,across,within_across,-4.0,0,300.0
62,242003.0,4.0,6.0,1.0,right,5.6509270668029785,2.0,2.0,A,B,A,across,within,across_within,0.0,1,300.0
63,242003.0,2.0,6.0,3.0,right,2.3033721446990967,3.0,1.0,A,B,A,across,within,across_within,2.0,1,300.0
64,242003.0,5.0,9.0,1.0,right,1.7293550968170166,3.0,3.0,B,B,A,within,across,within_across,0.0,1,300.0
65,242003.0,2.0,1.0,8.0,left,2.3319430351257324,1.0,4.0,A,A,B,within,across,within_across,-3.0,0,300.0
66,242003.0,8.0,1.0,3.0,right,4.650023937225342,5.0,4.0,B,A,A,across,across,across_across,1.0,1,300.0
67,242003.0,5.0,2.0,8.0,right,1.743563890457153,2.0,2.0,B,A,B,across,within,across_within,0.0,1,300.0
68,242003.0,4.0,5.0,3.0,left,1.316715955734253,1.0,1.0,A,B,A,across,within,across_within,0.0,0,300.0
69,242003.0,9.0,5.0,8.0,right,1.5568389892578125,3.0,1.0,B,B,B,within,within,within_within,2.0,1,300.0
70,242003.0,0.0,2.0,4.0,left,4.230501174926758,2.0,3.0,A,A,A,within,within,within_within,-1.0,0,300.0
71,242003.0,4.0,1.0,7.0,right,1.3500680923461914,2.0,2.0,A,A,B,within,across,within_across,0.0,1,300.0
72,242003.0,7.0,0.0,6.0,right,6.178481101989746,5.0,1.0,B,A,B,across,within,across_within,4.0,1,300.0
73,242003.0,5.0,3.0,8.0,left,3.365576982498169,2.0,2.0,B,A,B,across,within,across_within,0.0,0,300.0
74,242003.0,7.0,6.0,2.0,left,1.5313100814819336,1.0,3.0,B,B,A,within,across,within_across,-2.0,0,300.0
75,242003.0,1.0,9.0,0.0,left,2.478831052780152,6.0,1.0,A,B,A,across,within,across_within,5.0,0,300.0
76,242003.0,4.0,2.0,5.0,right,3.842716932296753,1.0,1.0,A,A,B,within,across,within_across,0.0,1,300.0
77,242003.0,7.0,8.0,1.0,left,2.601968050003052,1.0,4.0,B,B,A,within,across,within_across,-3.0,0,300.0
78,242003.0,5.0,6.0,7.0,right,5.580756187438965,1.0,1.0,B,B,B,within,within,within_within,0.0,1,300.0
79,242003.0,5.0,6.0,4.0,right,5.564673185348511,1.0,1.0,B,B,A,within,across,within_across,0.0,1,300.0
80,242004.0,5.0,4.0,6.0,right,11.558059930801392,1.0,1.0,B,A,B,across,within,across_within,0.0,1,300.0
81,242004.0,3.0,5.0,1.0,left,2.402769088745117,2.0,1.0,A,B,A,across,within,across_within,1.0,0,300.0
82,242004.0,7.0,1.0,5.0,left,3.00645112991333,4.0,1.0,B,A,B,across,within,across_within,3.0,0,300.0
83,242004.0,1.0,3.0,9.0,left,3.488018035888672,1.0,6.0,A,A,B,within,across,within_across,-5.0,0,300.0
84,242004.0,1.0,3.0,2.0,left,3.347352981567383,1.0,1.0,A,A,A,within,within,within_within,0.0,0,300.0
85,242004.0,4.0,0.0,8.0,left,4.21605110168457,3.0,3.0,A,A,B,within,across,within_across,0.0,0,300.0
86,242004.0,7.0,5.0,3.0,right,2.210833072662353,1.0,3.0,B,B,A,within,across,within_across,-2.0,1,300.0
87,242004.0,6.0,3.0,9.0,left,2.218907833099365,3.0,2.0,B,A,B,across,within,across_within,1.0,0,300.0
88,242004.0,4.0,5.0,2.0,left,3.3877618312835693,1.0,1.0,A,B,A,across,within,across_within,0.0,0,300.0
89,242004.0,5.0,7.0,6.0,left,3.95058012008667,1.0,1.0,B,B,B,within,within,within_within,0.0,0,300.0
90,242004.0,4.0,1.0,7.0,right,1.9231860637664795,2.0,2.0,A,A,B,within,across,within_across,0.0,1,300.0
91,242004.0,5.0,9.0,1.0,left,3.264652967453003,3.0,3.0,B,B,A,within,across,within_across,0.0,0,300.0
92,242004.0,8.0,9.0,1.0,right,1.5003759860992432,1.0,5.0,B,B,A,within,across,within_across,-4.0,1,300.0
93,242004.0,8.0,0.0,3.0,right,5.795737028121948,6.0,4.0,B,A,A,across,across,across_across,2.0,1,300.0
94,242004.0,9.0,8.0,6.0,left,2.22960901260376,1.0,2.0,B,B,B,within,within,within_within,-1.0,0,300.0
95,242004.0,4.0,6.0,1.0,left,1.5177149772644043,2.0,2.0,A,B,A,across,within,across_within,0.0,0,300.0
96,242004.0,5.0,8.0,3.0,left,1.5969438552856443,2.0,2.0,B,B,A,within,across,within_across,0.0,0,300.0
97,242004.0,3.0,6.0,9.0,right,4.709216833114624,3.0,5.0,A,B,B,across,across,across_across,-2.0,1,300.0
98,242004.0,4.0,5.0,3.0,left,5.209255933761597,1.0,1.0,A,B,A,across,within,across_within,0.0,0,300.0
99,242004.0,5.0,2.0,8.0,right,7.554797887802124,2.0,2.0,B,A,B,across,within,across_within,0.0,1,300.0
100,242006.0,0.0,7.0,3.0,right,6.690225124359131,5.0,2.0,A,B,A,across,within,across_within,3.0,1,300.0
101,242006.0,5.0,1.0,9.0,right,1.424950122833252,3.0,3.0,B,A,B,across,within,across_within,0.0,1,300.0
102,242006.0,3.0,2.0,7.0,left,2.597477912902832,1.0,3.0,A,A,B,within,across,within_across,-2.0,0,300.0
103,242006.0,7.0,1.0,4.0,right,2.385730028152466,4.0,2.0,B,A,A,across,across,across_across,2.0,1,300.0
104,242006.0,5.0,7.0,6.0,right,1.7383239269256592,1.0,1.0,B,B,B,within,within,within_within,0.0,1,300.0
105,242006.0,5.0,3.0,8.0,right,2.544213056564331,2.0,2.0,B,A,B,across,within,across_within,0.0,1,300.0
106,242006.0,1.0,0.0,9.0,right,1.02485990524292,1.0,6.0,A,A,B,within,across,within_across,-5.0,1,300.0
107,242006.0,4.0,6.0,1.0,left,1.4551961421966553,2.0,2.0,A,B,A,across,within,across_within,0.0,0,300.0
108,242006.0,4.0,1.0,6.0,right,1.4410929679870603,2.0,2.0,A,A,B,within,across,within_across,0.0,1,300.0
109,242006.0,2.0,8.0,6.0,left,3.437241077423096,4.0,3.0,A,B,B,across,across,across_across,1.0,0,300.0
110,242006.0,6.0,2.0,9.0,left,4.782724857330322,3.0,2.0,B,A,B,across,within,across_within,1.0,0,300.0
111,242006.0,4.0,5.0,2.0,left,2.6735801696777344,1.0,1.0,A,B,A,across,within,across_within,0.0,0,300.0
112,242006.0,6.0,2.0,0.0,left,1.4464409351348877,3.0,5.0,B,A,A,across,across,across_across,-2.0,0,300.0
113,242006.0,4.0,2.0,7.0,right,2.025597095489502,1.0,2.0,A,A,B,within,across,within_across,-1.0,1,300.0
114,242006.0,5.0,6.0,4.0,left,0.816680908203125,1.0,1.0,B,B,A,within,across,within_across,0.0,0,300.0
115,242006.0,4.0,7.0,1.0,left,0.737990140914917,2.0,2.0,A,B,A,across,within,across_within,0.0,0,300.0
116,242006.0,5.0,2.0,8.0,right,0.6426129341125488,2.0,2.0,B,A,B,across,within,across_within,0.0,1,300.0
117,242006.0,3.0,6.0,9.0,right,1.026127815246582,3.0,5.0,A,B,B,across,across,across_across,-2.0,1,300.0
118,242006.0,4.0,8.0,0.0,left,0.9141929149627686,3.0,3.0,A,B,A,across,within,across_within,0.0,0,300.0
119,242006.0,4.0,5.0,3.0,left,1.9515368938446045,1.0,1.0,A,B,A,across,within,across_within,0.0,0,300.0
120,242007.0,4.0,8.0,3.0,left,4.683899879455566,3.0,1.0,A,B,A,across,within,across_within,2.0,0,300.0
121,242007.0,9.0,3.0,0.0,left,1.955307960510254,5.0,7.0,B,A,A,across,across,across_across,-2.0,0,300.0
122,242007.0,2.0,6.0,0.0,left,1.79724383354187,3.0,2.0,A,B,A,across,within,across_within,1.0,0,300.0
123,242007.0,5.0,6.0,7.0,right,1.9604871273040767,1.0,1.0,B,B,B,within,within,within_within,0.0,1,300.0
124,242007.0,0.0,1.0,6.0,left,2.324812889099121,1.0,5.0,A,A,B,within,across,within_across,-4.0,0,300.0
125,242007.0,7.0,0.0,6.0,right,1.6904590129852295,5.0,1.0,B,A,B,across,within,across_within,4.0,1,300.0
126,242007.0,5.0,2.0,8.0,left,5.03219199180603,2.0,2.0,B,A,B,across,within,across_within,0.0,0,300.0
127,242007.0,8.0,6.0,2.0,right,2.288275957107544,1.0,4.0,B,B,A,within,across,within_across,-3.0,1,300.0
128,242007.0,1.0,3.0,4.0,right,3.359531879425049,1.0,2.0,A,A,A,within,within,within_within,-1.0,1,300.0
129,242007.0,4.0,7.0,1.0,right,3.194208860397339,2.0,2.0,A,B,A,across,within,across_within,0.0,1,300.0
130,242007.0,5.0,3.0,8.0,left,1.9229140281677248,2.0,2.0,B,A,B,across,within,across_within,0.0,0,300.0
131,242007.0,2.0,8.0,4.0,right,3.2631750106811523,4.0,1.0,A,B,A,across,within,across_within,3.0,1,300.0
132,242007.0,8.0,0.0,5.0,left,3.1761038303375244,6.0,2.0,B,A,B,across,within,across_within,4.0,0,300.0
133,242007.0,4.0,6.0,1.0,left,2.3696601390838623,2.0,2.0,A,B,A,across,within,across_within,0.0,0,300.0
134,242007.0,4.0,0.0,8.0,left,7.246965169906616,3.0,3.0,A,A,B,within,across,within_across,0.0,0,300.0
135,242007.0,5.0,6.0,4.0,right,1.8841779232025144,1.0,1.0,B,B,A,within,across,within_across,0.0,1,300.0
136,242007.0,5.0,1.0,9.0,right,1.9837138652801516,3.0,3.0,B,A,B,across,within,across_within,0.0,1,300.0
137,242007.0,4.0,5.0,8.0,left,2.909941911697388,1.0,3.0,A,B,B,across,across,across_across,-2.0,0,300.0
138,242007.0,4.0,5.0,3.0,left,3.898396015167236,1.0,1.0,A,B,A,across,within,across_within,0.0,0,300.0
139,242007.0,4.0,2.0,5.0,right,2.655611038208008,1.0,1.0,A,A,B,within,across,within_across,0.0,1,300.0
140,242008.0,2.0,3.0,8.0,right,9.631364107131958,1.0,4.0,A,A,B,within,across,within_across,-3.0,1,300.0
141,242008.0,3.0,2.0,8.0,right,2.5846238136291504,1.0,4.0,A,A,B,within,across,within_across,-3.0,1,300.0
142,242008.0,5.0,2.0,8.0,right,1.7123899459838867,2.0,2.0,B,A,B,across,within,across_within,0.0,1,300.0
143,242008.0,4.0,8.0,2.0,left,2.8574578762054443,3.0,1.0,A,B,A,across,within,across_within,2.0,0,300.0
144,242008.0,5.0,3.0,8.0,right,4.534930944442749,2.0,2.0,B,A,B,across,within,across_within,0.0,1,300.0
145,242008.0,2.0,9.0,1.0,right,6.141748905181885,5.0,1.0,A,B,A,across,within,across_within,4.0,1,300.0
146,242008.0,4.0,1.0,7.0,left,4.302008867263794,2.0,2.0,A,A,B,within,across,within_across,0.0,0,300.0
147,242008.0,5.0,6.0,7.0,right,2.916231155395508,1.0,1.0,B,B,B,within,within,within_within,0.0,1,300.0
148,242008.0,6.0,8.0,9.0,right,2.254242181777954,1.0,2.0,B,B,B,within,within,within_within,-1.0,1,300.0
149,242008.0,4.0,6.0,1.0,right,7.706053018569946,2.0,2.0,A,B,A,across,within,across_within,0.0,1,300.0
150,242008.0,4.0,0.0,8.0,right,2.6300270557403564,3.0,3.0,A,A,B,within,across,within_across,0.0,1,300.0
151,242008.0,4.0,3.0,5.0,right,2.8597068786621094,1.0,1.0,A,A,B,within,across,within_across,0.0,1,300.0
152,242008.0,4.0,9.0,7.0,left,1.3157680034637451,4.0,2.0,A,B,B,across,across,across_across,2.0,0,300.0
153,242008.0,4.0,2.0,0.0,left,4.559508085250855,1.0,3.0,A,A,A,within,within,within_within,-2.0,0,300.0
154,242008.0,0.0,8.0,6.0,right,9.243393898010254,6.0,5.0,A,B,B,across,across,across_across,1.0,1,300.0
155,242008.0,2.0,1.0,8.0,left,12.5487961769104,1.0,4.0,A,A,B,within,across,within_across,-3.0,0,300.0
156,242008.0,5.0,1.0,9.0,left,13.07290005683899,3.0,3.0,B,A,B,across,within,across_within,0.0,0,300.0
157,242008.0,5.0,6.0,4.0,left,6.08724308013916,1.0,1.0,B,B,A,within,across,within_across,0.0,0,300.0
158,242008.0,4.0,2.0,5.0,right,2.537242889404297,1.0,1.0,A,A,B,within,across,within_across,0.0,1,300.0
159,242008.0,0.0,3.0,1.0,right,5.2083940505981445,2.0,1.0,A,A,A,within,within,within_within,1.0,1,300.0
160,242009.0,2.0,1.0,5.0,left,3.775240898132324,1.0,2.0,A,A,B,within,across,within_across,-1.0,0,300.0
161,242009.0,8.0,7.0,5.0,left,3.408729076385498,1.0,2.0,B,B,B,within,within,within_within,-1.0,0,300.0
162,242009.0,7.0,6.0,8.0,left,1.82715916633606,1.0,1.0,B,B,B,within,within,within_within,0.0,0,300.0
163,242009.0,4.0,8.0,0.0,left,3.9156219959259033,3.0,3.0,A,B,A,across,within,across_within,0.0,0,300.0
164,242009.0,4.0,1.0,7.0,right,3.4237911701202397,2.0,2.0,A,A,B,within,across,within_across,0.0,1,300.0
165,242009.0,5.0,3.0,8.0,left,2.798299789428711,2.0,2.0,B,A,B,across,within,across_within,0.0,0,300.0
166,242009.0,0.0,2.0,6.0,left,3.215131998062134,2.0,5.0,A,A,B,within,across,within_across,-3.0,0,300.0
167,242009.0,3.0,2.0,1.0,right,4.384006023406982,1.0,1.0,A,A,A,within,within,within_within,0.0,1,300.0
168,242009.0,3.0,8.0,0.0,right,4.19429087638855,4.0,2.0,A,B,A,across,within,across_within,2.0,1,300.0
169,242009.0,5.0,7.0,6.0,left,5.332842111587524,1.0,1.0,B,B,B,within,within,within_within,0.0,0,300.0
170,242009.0,5.0,2.0,8.0,left,6.027616024017334,2.0,2.0,B,A,B,across,within,across_within,0.0,0,300.0
171,242009.0,4.0,1.0,6.0,right,2.3291239738464355,2.0,2.0,A,A,B,within,across,within_across,0.0,1,300.0
172,242009.0,9.0,2.0,7.0,right,7.285485029220581,5.0,2.0,B,A,B,across,within,across_within,3.0,1,300.0
173,242009.0,3.0,2.0,4.0,left,1.7411069869995115,1.0,1.0,A,A,A,within,within,within_within,0.0,0,300.0
174,242009.0,4.0,5.0,3.0,left,1.73557710647583,1.0,1.0,A,B,A,across,within,across_within,0.0,0,300.0
175,242009.0,5.0,1.0,9.0,right,1.6812307834625244,3.0,3.0,B,A,B,across,within,across_within,0.0,1,300.0
176,242009.0,4.0,5.0,2.0,left,2.414535999298096,1.0,1.0,A,B,A,across,within,across_within,0.0,0,300.0
177,242009.0,5.0,7.0,6.0,right,5.495959997177124,1.0,1.0,B,B,B,within,within,within_within,0.0,1,300.0
178,242009.0,9.0,3.0,5.0,left,2.8221919536590576,5.0,3.0,B,A,B,across,within,across_within,2.0,0,300.0
179,242009.0,5.0,6.0,4.0,left,1.9761478900909424,1.0,1.0,B,B,A,within,across,within_across,0.0,0,300.0
180,242010.0,5.0,9.0,1.0,right,3.4664900302886963,3.0,3.0,B,B,A,within,across,within_across,0.0,1,300.0
181,242010.0,4.0,5.0,2.0,right,2.1857800483703613,1.0,1.0,A,B,A,across,within,across_within,0.0,1,300.0
182,242010.0,5.0,8.0,2.0,left,3.608633995056152,2.0,2.0,B,B,A,within,across,within_across,0.0,0,300.0
183,242010.0,5.0,3.0,8.0,left,3.2643630504608154,2.0,2.0,B,A,B,across,within,across_within,0.0,0,300.0
184,242010.0,4.0,5.0,3.0,right,6.295558929443359,1.0,1.0,A,B,A,across,within,across_within,0.0,1,300.0
185,242010.0,4.0,1.0,6.0,left,5.4120399951934814,2.0,2.0,A,A,B,within,across,within_across,0.0,0,300.0
186,242010.0,2.0,4.0,5.0,left,3.385709047317505,1.0,2.0,A,A,B,within,across,within_across,-1.0,0,300.0
187,242010.0,5.0,6.0,4.0,left,3.060642957687378,1.0,1.0,B,B,A,within,across,within_across,0.0,0,300.0
188,242010.0,8.0,1.0,4.0,left,4.764858961105347,5.0,3.0,B,A,A,across,across,across_across,2.0,0,300.0
189,242010.0,0.0,8.0,9.0,right,1.5167419910430908,6.0,7.0,A,B,B,across,across,across_across,-1.0,1,300.0
190,242010.0,0.0,2.0,7.0,right,2.795494794845581,2.0,5.0,A,A,B,within,across,within_across,-3.0,1,300.0
191,242010.0,4.0,7.0,1.0,right,5.980661153793335,2.0,2.0,A,B,A,across,within,across_within,0.0,1,300.0
192,242010.0,7.0,5.0,3.0,left,1.7442281246185305,1.0,3.0,B,B,A,within,across,within_across,-2.0,0,300.0
193,242010.0,6.0,9.0,3.0,right,1.5902109146118164,2.0,3.0,B,B,A,within,across,within_across,-1.0,1,300.0
194,242010.0,1.0,2.0,9.0,left,1.734809160232544,1.0,6.0,A,A,B,within,across,within_across,-5.0,0,300.0
195,242010.0,5.0,7.0,6.0,right,2.234755039215088,1.0,1.0,B,B,B,within,within,within_within,0.0,1,300.0
196,242010.0,3.0,6.0,7.0,left,1.396897792816162,3.0,3.0,A,B,B,across,across,across_across,0.0,0,300.0
197,242010.0,4.0,8.0,0.0,left,2.952160120010376,3.0,3.0,A,B,A,across,within,across_within,0.0,0,300.0
198,242010.0,2.0,1.0,5.0,right,13.921637058258057,1.0,2.0,A,A,B,within,across,within_across,-1.0,1,300.0
199,242010.0,2.0,5.0,6.0,left,2.186041116714477,2.0,3.0,A,B,B,across,across,across_across,-1.0,0,300.0
200,242011.0,0.0,8.0,5.0,right,10.501205921173096,6.0,4.0,A,B,B,across,across,across_across,2.0,1,300.0
201,242011.0,5.0,1.0,7.0,right,2.928138971328736,3.0,1.0,B,A,B,across,within,across_within,2.0,1,300.0
202,242011.0,5.0,4.0,6.0,right,2.0765039920806885,1.0,1.0,B,A,B,across,within,across_within,0.0,1,300.0
203,242011.0,0.0,4.0,3.0,left,2.045046091079712,3.0,2.0,A,A,A,within,within,within_within,1.0,0,300.0
204,242011.0,4.0,2.0,5.0,left,3.445908069610596,1.0,1.0,A,A,B,within,across,within_across,0.0,0,300.0
205,242011.0,5.0,6.0,7.0,right,3.1431829929351807,1.0,1.0,B,B,B,within,within,within_within,0.0,1,300.0
206,242011.0,1.0,7.0,8.0,left,4.457499027252197,4.0,5.0,A,B,B,across,across,across_across,-1.0,0,300.0
207,242011.0,4.0,8.0,0.0,left,1.8885738849639893,3.0,3.0,A,B,A,across,within,across_within,0.0,0,300.0
208,242011.0,9.0,4.0,1.0,left,2.294625997543335,4.0,6.0,B,A,A,across,across,across_across,-2.0,0,300.0
209,242011.0,4.0,5.0,3.0,right,2.036984920501709,1.0,1.0,A,B,A,across,within,across_within,0.0,1,300.0
210,242011.0,3.0,9.0,7.0,right,5.493760824203491,5.0,3.0,A,B,B,across,across,across_across,2.0,1,300.0
211,242011.0,5.0,1.0,9.0,left,8.538525104522705,3.0,3.0,B,A,B,across,within,across_within,0.0,0,300.0
212,242011.0,1.0,2.0,9.0,left,1.6284849643707275,1.0,6.0,A,A,B,within,across,within_across,-5.0,0,300.0
213,242011.0,5.0,2.0,8.0,left,1.4608700275421145,2.0,2.0,B,A,B,across,within,across_within,0.0,0,300.0
214,242011.0,7.0,6.0,2.0,left,1.5496418476104736,1.0,3.0,B,B,A,within,across,within_across,-2.0,0,300.0
215,242011.0,4.0,1.0,6.0,right,2.945103883743286,2.0,2.0,A,A,B,within,across,within_across,0.0,1,300.0
216,242011.0,5.0,3.0,8.0,left,1.3957068920135498,2.0,2.0,B,A,B,across,within,across_within,0.0,0,300.0
217,242011.0,4.0,7.0,1.0,right,1.0379691123962402,2.0,2.0,A,B,A,across,within,across_within,0.0,1,300.0
218,242011.0,5.0,9.0,1.0,right,1.4155900478363037,3.0,3.0,B,B,A,within,across,within_across,0.0,1,300.0
219,242011.0,6.0,2.0,3.0,left,1.504828929901123,3.0,3.0,B,A,A,across,across,across_across,0.0,0,300.0
220,242012.0,6.0,2.0,5.0,right,8.003625826444477,3.0,1.0,B,A,B,across,within,across_within,2.0,1,300.0
221,242012.0,4.0,1.0,6.0,left,1.5085342144593596,2.0,2.0,A,A,B,within,across,within_across,0.0,0,300.0
222,242012.0,1.0,2.0,6.0,left,4.579428597353399,1.0,4.0,A,A,B,within,across,within_across,-3.0,0,300.0
223,242012.0,4.0,0.0,8.0,right,4.21538108587265,3.0,3.0,A,A,B,within,across,within_across,0.0,1,300.0
224,242012.0,5.0,8.0,3.0,right,7.729072111658752,2.0,2.0,B,B,A,within,across,within_across,0.0,1,300.0
