,participant,parent index,left child index,right child index,path_resp.keys,path_resp.rt,left distance,right distance,parent cluster,left child cluster,right child cluster,left_option,right_option,left_right_option,left_right_distance,right_closer,walk_length
879,242062.0,4.0,6.0,1.0,left,1.047532418742776,2.0,2.0,A,B,A,across,within,across_within,0.0,0,300.0
880,242063.0,2.0,7.0,6.0,right,6.725085489451885,3.0,3.0,A,B,B,across,across,across_across,0.0,1,1.0
881,242063.0,3.0,6.0,7.0,left,2.883196461945772,3.0,3.0,A,B,B,across,across,across_across,0.0,0,1.0
882,242063.0,3.0,4.0,0.0,left,4.081846060231328,1.0,2.0,A,A,A,within,within,within_within,-1.0,0,1.0
883,242063.0,9.0,1.0,0.0,left,2.1934596449136734,6.0,7.0,B,A,A,across,across,across_across,-1.0,0,1.0
884,242063.0,7.0,3.0,9.0,right,1.2844359632581472,3.0,2.0,B,A,B,across,within,across_within,1.0,1,1.0
885,242063.0,4.0,5.0,2.0,right,2.1243189200758934,1.0,1.0,A,B,A,across,within,across_within,0.0,1,1.0
886,242063.0,2.0,1.0,0.0,left,2.874772822484374,1.0,2.0,A,A,A,within,within,within_within,-1.0,0,1.0
887,242063.0,5.0,3.0,8.0,left,1.2580965124070644,2.0,2.0,B,A,B,across,within,across_within,0.0,0,1.0
888,242063.0,4.0,5.0,3.0,left,1.3309475369751451,1.0,1.0,A,B,A,across,within,across_within,0.0,0,1.0
889,242063.0,5.0,2.0,8.0,right,2.55300897359848,2.0,2.0,B,A,B,across,within,across_within,0.0,1,1.0
890,242063.0,4.0,5.0,2.0,left,3.149763397872448,1.0,1.0,A,B,A,across,within,across_within,0.0,0,1.0
891,242063.0,5.0,7.0,6.0,left,0.4580684993416071,1.0,1.0,B,B,B,within,within,within_within,0.0,0,1.0
892,242063.0,6.0,8.0,9.0,right,1.643307950347662,1.0,2.0,B,B,B,within,within,within_within,-1.0,1,1.0
893,242063.0,5.0,6.0,4.0,left,1.2763736378401518,1.0,1.0,B,B,A,within,across,within_across,0.0,0,1.0
894,242063.0,4.0,6.0,1.0,left,0.7240996602922678,2.0,2.0,A,B,A,across,within,across_within,0.0,0,1.0
895,242063.0,5.0,4.0,8.0,right,0.586997527629137,1.0,2.0,B,A,B,across,within,across_within,-1.0,1,1.0
896,242063.0,5.0,9.0,1.0,left,1.6945651583373549,3.0,3.0,B,B,A,within,across,within_across,0.0,0,1.0
897,242063.0,8.0,7.0,6.0,left,2.6206628028303385,1.0,1.0,B,B,B,within,within,within_within,0.0,0,1.0
898,242063.0,4.0,0.0,8.0,right,0.5190186109393835,3.0,3.0,A,A,B,within,across,within_across,0.0,1,1.0
899,242063.0,4.0,1.0,7.0,right,2.0695744771510363,2.0,2.0,A,A,B,within,across,within_across,0.0,1,1.0
900,242066.0,8.0,6.0,2.0,right,6.248406928032637,1.0,4.0,B,B,A,within,across,within_across,-3.0,1,300.0
901,242066.0,4.0,7.0,1.0,left,3.809634888544679,2.0,2.0,A,B,A,across,within,across_within,0.0,0,300.0
902,242066.0,5.0,1.0,6.0,right,5.386552544310689,3.0,1.0,B,A,B,across,within,across_within,2.0,1,300.0
903,242066.0,2.0,4.0,7.0,left,3.405645864084363,1.0,3.0,A,A,B,within,across,within_across,-2.0,0,300.0
904,242066.0,5.0,2.0,8.0,left,5.632738785818219,2.0,2.0,B,A,B,across,within,across_within,0.0,0,300.0
905,242066.0,4.0,3.0,5.0,left,7.289150509983301,1.0,1.0,A,A,B,within,across,within_across,0.0,0,300.0
906,242066.0,4.0,5.0,2.0,right,5.768958015367389,1.0,1.0,A,B,A,across,within,across_within,0.0,1,300.0
907,242066.0,6.0,5.0,4.0,left,2.500171599909663,1.0,2.0,B,B,A,within,across,within_across,-1.0,0,300.0
908,242066.0,2.0,1.0,5.0,left,3.5794836543500423,1.0,2.0,A,A,B,within,across,within_across,-1.0,0,300.0
909,242066.0,0.0,9.0,8.0,right,11.294170826673508,7.0,6.0,A,B,B,across,across,across_across,1.0,1,300.0
910,242066.0,5.0,7.0,6.0,right,7.340153258293867,1.0,1.0,B,B,B,within,within,within_within,0.0,1,300.0
911,242066.0,9.0,8.0,0.0,right,1.8969422616064548,1.0,7.0,B,B,A,within,across,within_across,-6.0,1,300.0
912,242066.0,4.0,6.0,1.0,right,2.0243382081389427,2.0,2.0,A,B,A,across,within,across_within,0.0,1,300.0
913,242066.0,4.0,8.0,0.0,right,5.362433174625039,3.0,3.0,A,B,A,across,within,across_within,0.0,1,300.0
914,242066.0,5.0,4.0,6.0,right,30.20493706688285,1.0,1.0,B,A,B,across,within,across_within,0.0,1,300.0
915,242066.0,7.0,5.0,3.0,left,3.2125043645501137,1.0,3.0,B,B,A,within,across,within_across,-2.0,0,300.0
916,242066.0,3.0,2.0,9.0,right,4.15875481069088,1.0,5.0,A,A,B,within,across,within_across,-4.0,1,300.0
917,242066.0,5.0,8.0,3.0,right,2.9876743890345097,2.0,2.0,B,B,A,within,across,within_across,0.0,1,300.0
918,242066.0,8.0,1.0,9.0,left,2.7510156389325857,5.0,1.0,B,A,B,across,within,across_within,4.0,0,300.0
919,242066.0,5.0,9.0,1.0,right,5.146735571324825,3.0,3.0,B,B,A,within,across,within_across,0.0,1,300.0
920,685913.0,5.0,6.0,7.0,right,11.831836855446454,1.0,1.0,B,B,B,within,within,within_within,0.0,1,1.0
921,685913.0,0.0,6.0,4.0,right,3.4400873557897285,5.0,3.0,A,B,A,across,within,across_within,2.0,1,1.0
922,685913.0,4.0,8.0,0.0,right,5.401480882253964,3.0,3.0,A,B,A,across,within,across_within,0.0,1,1.0
923,685913.0,5.0,4.0,6.0,right,4.932706187071744,1.0,1.0,B,A,B,across,within,across_within,0.0,1,1.0
924,685913.0,8.0,5.0,6.0,right,2.7215781387640163,2.0,1.0,B,B,B,within,within,within_within,1.0,1,1.0
925,685913.0,5.0,3.0,8.0,right,5.45601182046812,2.0,2.0,B,A,B,across,within,across_within,0.0,1,1.0
926,685913.0,5.0,2.0,8.0,left,4.0479629568289965,2.0,2.0,B,A,B,across,within,across_within,0.0,0,1.0
927,685913.0,4.0,5.0,3.0,left,3.8808822508435696,1.0,1.0,A,B,A,across,within,across_within,0.0,0,1.0
928,685913.0,7.0,3.0,4.0,left,3.953180153912399,3.0,2.0,B,A,A,across,across,across_across,1.0,0,1.0
929,685913.0,8.0,6.0,9.0,left,4.42919354402693,1.0,1.0,B,B,B,within,within,within_within,0.0,0,1.0
930,685913.0,5.0,9.0,1.0,left,1.895085257885512,3.0,3.0,B,B,A,within,across,within_across,0.0,0,1.0
931,685913.0,0.0,6.0,8.0,left,2.214543193404097,5.0,6.0,A,B,B,across,across,across_across,-1.0,0,1.0
932,685913.0,2.0,3.0,0.0,right,1.2413065329310484,1.0,2.0,A,A,A,within,within,within_within,-1.0,1,1.0
933,685913.0,4.0,6.0,1.0,right,1.4511016061296689,2.0,2.0,A,B,A,across,within,across_within,0.0,1,1.0
934,685913.0,4.0,7.0,1.0,left,1.5552768126945011,2.0,2.0,A,B,A,across,within,across_within,0.0,0,1.0
935,685913.0,4.0,5.0,2.0,right,2.048432335490361,1.0,1.0,A,B,A,across,within,across_within,0.0,1,1.0
936,685913.0,1.0,6.0,7.0,left,1.1378506379551254,4.0,4.0,A,B,B,across,across,across_across,0.0,0,1.0
937,685913.0,3.0,8.0,5.0,right,2.2236877771210857,4.0,2.0,A,B,B,across,across,across_across,2.0,1,1.0
938,685913.0,9.0,0.0,5.0,left,1.3780759397777729,7.0,3.0,B,A,B,across,within,across_within,4.0,0,1.0
939,685913.0,3.0,2.0,4.0,left,2.1489789881161414,1.0,1.0,A,A,A,within,within,within_within,0.0,0,1.0
940,721147.0,5.0,8.0,2.0,left,0.3066044854931533,2.0,2.0,B,B,A,within,across,within_across,0.0,0,1.0
941,721147.0,1.0,4.0,8.0,right,0.1938639860600233,2.0,5.0,A,A,B,within,across,within_across,-3.0,1,1.0
942,721147.0,4.0,3.0,5.0,left,0.2057303269393742,1.0,1.0,A,A,B,within,across,within_across,0.0,0,1.0
943,721147.0,3.0,2.0,8.0,right,0.26462615840137,1.0,4.0,A,A,B,within,across,within_across,-3.0,1,1.0
944,721147.0,5.0,1.0,9.0,left,0.2975257327780127,3.0,3.0,B,A,B,across,within,across_within,0.0,0,1.0
945,721147.0,5.0,2.0,3.0,left,0.4810582869686186,2.0,2.0,B,A,A,across,across,across_across,0.0,0,1.0
946,721147.0,8.0,2.0,9.0,right,0.2172124120406806,4.0,1.0,B,A,B,across,within,across_within,3.0,1,1.0
947,721147.0,5.0,7.0,6.0,left,0.1637559235095977,1.0,1.0,B,B,B,within,within,within_within,0.0,0,1.0
948,721147.0,7.0,5.0,0.0,left,0.4553756527602672,1.0,5.0,B,B,A,within,across,within_across,-4.0,0,1.0
949,721147.0,4.0,7.0,1.0,left,0.2088810410350561,2.0,2.0,A,B,A,across,within,across_within,0.0,0,1.0
950,721147.0,0.0,5.0,2.0,left,0.3478493164293468,4.0,2.0,A,B,A,across,within,across_within,2.0,0,1.0
951,721147.0,6.0,1.0,2.0,left,0.5053608622401953,4.0,3.0,B,A,A,across,across,across_across,1.0,0,1.0
952,721147.0,4.0,1.0,6.0,left,0.3765936191193759,2.0,2.0,A,A,B,within,across,within_across,0.0,0,1.0
953,721147.0,5.0,6.0,1.0,left,0.5327709862031043,1.0,3.0,B,B,A,within,across,within_across,-2.0,0,1.0
954,721147.0,4.0,2.0,5.0,right,0.3709725616499781,1.0,1.0,A,A,B,within,across,within_across,0.0,1,1.0
955,721147.0,5.0,8.0,3.0,left,0.0395288113504648,2.0,2.0,B,B,A,within,across,within_across,0.0,0,1.0
956,721147.0,5.0,4.0,3.0,left,0.449453349225223,1.0,2.0,B,A,A,across,across,across_across,-1.0,0,1.0
957,721147.0,8.0,6.0,1.0,right,0.2259648647159338,1.0,5.0,B,B,A,within,across,within_across,-4.0,1,1.0
958,721147.0,5.0,6.0,4.0,left,0.2762513207271695,1.0,1.0,B,B,A,within,across,within_across,0.0,0,1.0
959,721147.0,4.0,0.0,8.0,right,0.3644266352057457,3.0,3.0,A,A,B,within,across,within_across,0.0,1,1.0
