,rt,old or new,accuracy,test item,condition,trials,block,node type,participant,resp_old,response,node_type,participant_id,stim chosen,trials_exposure,path id,rt_exposure,accuracy_exposure
60,2.507838473189622,new,1.0,stimuli/216.png,unstructured,60,2,new,24067.0,0,-1,new,24067.0,,,,,0.9351987365919254
61,0.9977632821537554,old,1.0,stimuli/5.png,unstructured,61,2,boundary,24067.0,1,1,boundary,24067.0,stimuli/5.png,592.6,9.0,0.693851682310924,1.0
62,1.429628511890769,old,1.0,stimuli/170.png,unstructured,62,2,boundary,24067.0,1,1,boundary,24067.0,stimuli/170.png,620.4545454545455,5.0,0.8380049662664533,0.9545454545454546
63,1.1441665734164417,old,1.0,stimuli/9.png,unstructured,63,2,nonboundary,24067.0,1,1,nonboundary,24067.0,stimuli/9.png,642.0909090909091,1.0,0.7028889907947318,1.0
64,0.8973630270920694,new,1.0,stimuli/284.png,unstructured,64,2,new,24067.0,0,-1,new,24067.0,,,,,0.9351987365919254
65,1.07487873127684,old,1.0,stimuli/278.png,unstructured,65,2,nonboundary,24067.0,1,1,nonboundary,24067.0,stimuli/278.png,614.0588235294117,6.0,0.8403715043164351,1.0
66,1.4010468199849129,old,1.0,stimuli/209.png,unstructured,66,2,boundary,24067.0,1,1,boundary,24067.0,stimuli/209.png,619.4736842105264,0.0,0.9098867088997442,0.8947368421052632
67,1.6866189339198172,new,1.0,stimuli/150.png,unstructured,67,2,new,24067.0,0,-1,new,24067.0,,,,,0.9351987365919254
68,1.8942092852666974,new,1.0,stimuli/178.png,unstructured,68,2,new,24067.0,0,-1,new,24067.0,,,,,0.9351987365919254
69,3.899153608828783,new,0.0,stimuli/114.png,unstructured,69,2,new,24067.0,1,1,new,24067.0,,,,,0.9351987365919254
70,0.9374844920821488,new,1.0,stimuli/141.png,unstructured,70,2,new,24067.0,0,-1,new,24067.0,,,,,0.9351987365919254
71,3.3887183093465865,new,1.0,stimuli/53.png,unstructured,71,2,new,24067.0,0,-1,new,24067.0,,,,,0.9351987365919254
72,1.1470223884098232,old,1.0,stimuli/136.png,unstructured,72,2,boundary,24067.0,1,1,boundary,24067.0,stimuli/136.png,635.2352941176471,10.0,1.4533902423401528,0.8235294117647058
73,0.9399101692251861,old,1.0,stimuli/177.png,unstructured,73,2,nonboundary,24067.0,1,1,nonboundary,24067.0,stimuli/177.png,638.0,7.0,0.7919284179806709,1.0
74,1.5647208327427506,new,1.0,stimuli/298.png,unstructured,74,2,new,24067.0,0,-1,new,24067.0,,,,,0.9351987365919254
75,1.3103522905148566,old,1.0,stimuli/57.png,unstructured,75,2,boundary,24067.0,1,1,boundary,24067.0,stimuli/57.png,604.8823529411765,14.0,1.1161273798138343,0.7647058823529411
76,0.9885036931373179,old,1.0,stimuli/265.png,unstructured,76,2,nonboundary,24067.0,1,1,nonboundary,24067.0,stimuli/265.png,620.7894736842105,13.0,0.9900956249452735,1.0
77,3.0403418159112334,new,1.0,stimuli/93.png,unstructured,77,2,new,24067.0,0,-1,new,24067.0,,,,,0.9351987365919254
78,1.0940668117254972,old,1.0,stimuli/101.png,unstructured,78,2,nonboundary,24067.0,1,1,nonboundary,24067.0,stimuli/101.png,605.0,3.0,0.9158101574575994,1.0
79,3.8982987659983337,new,1.0,stimuli/176.png,unstructured,79,2,new,24067.0,0,-1,new,24067.0,,,,,0.9351987365919254
80,1.040640648920089,new,1.0,stimuli/277.png,unstructured,80,2,new,24067.0,0,-1,new,24067.0,,,,,0.9351987365919254
81,0.7468916866928339,new,1.0,stimuli/131.png,unstructured,81,2,new,24067.0,0,-1,new,24067.0,,,,,0.9351987365919254
82,0.7536504380404949,new,1.0,stimuli/39.png,unstructured,82,2,new,24067.0,0,-1,new,24067.0,,,,,0.9351987365919254
83,0.9531551003456116,old,1.0,stimuli/148.png,unstructured,83,2,nonboundary,24067.0,1,1,nonboundary,24067.0,stimuli/148.png,610.6470588235294,12.0,1.239156890386606,0.7647058823529411
84,1.2443458731286228,new,1.0,stimuli/130.png,unstructured,84,2,new,24067.0,0,-1,new,24067.0,,,,,0.9351987365919254
85,0.8305295375175774,old,1.0,stimuli/52.png,unstructured,85,2,boundary,24067.0,1,1,boundary,24067.0,stimuli/52.png,648.125,4.0,0.8334504579834174,1.0
86,1.4607430370524526,old,1.0,stimuli/154.png,unstructured,86,2,nonboundary,24067.0,1,1,nonboundary,24067.0,stimuli/154.png,646.25,11.0,0.7780005649935143,0.9166666666666666
87,1.5936031686142087,old,1.0,stimuli/207.png,unstructured,87,2,nonboundary,24067.0,1,1,nonboundary,24067.0,stimuli/207.png,641.1333333333333,2.0,0.7500416856569548,1.0
88,1.0492153372615576,new,1.0,stimuli/223.png,unstructured,88,2,new,24067.0,0,-1,new,24067.0,,,,,0.9351987365919254
89,0.7689893115311861,old,1.0,stimuli/67.png,unstructured,89,2,nonboundary,24067.0,1,1,nonboundary,24067.0,stimuli/67.png,610.9090909090909,8.0,1.0520554835992781,0.9090909090909091
90,5.888846026267856,new,0.0,stimuli/274.png,structured,0,0,new,24068.0,1,1,new,24068.0,,,,,0.5349491911024419
91,2.697662773076445,new,0.0,stimuli/219.png,structured,1,0,new,24068.0,1,1,new,24068.0,,,,,0.5349491911024419
