,Prolific ID,test_index,num_feats,Correct Response,test_key_resp.corr,test_key_resp.rt,test_key_resp.keys,graph_type,dims
1468,63ea5b695d3f16b10c21a530,30.0,3.0,left,0.0,0.7695,right,unstructured,even
1469,63ea5b695d3f16b10c21a530,15.0,2.0,left,0.0,1.0871,right,unstructured,even
1470,63ea5b695d3f16b10c21a530,35.0,3.0,right,0.0,0.8904,left,unstructured,even
1471,63ea5b695d3f16b10c21a530,12.0,2.0,right,1.0,0.9217,right,unstructured,even
1472,63ea5b695d3f16b10c21a530,11.0,1.0,left,0.0,1.3944,right,unstructured,even
1473,63ea5b695d3f16b10c21a530,28.0,3.0,right,0.0,1.0983,left,unstructured,even
1474,63ea5b695d3f16b10c21a530,44.0,4.0,right,0.0,1.0428,left,unstructured,even
1475,63ea5b695d3f16b10c21a530,5.0,1.0,right,1.0,3.6819,right,unstructured,even
1476,63ea5b695d3f16b10c21a530,18.0,2.0,right,0.0,4.8334,left,unstructured,even
1477,63ea5b695d3f16b10c21a530,24.0,3.0,left,0.0,0.8748,right,unstructured,even
1478,63ea5b695d3f16b10c21a530,0.0,1.0,right,0.0,6.4431,left,unstructured,even
1479,63ea5b695d3f16b10c21a530,32.0,3.0,left,0.0,4.2722,right,unstructured,even
1480,63ea5b695d3f16b10c21a530,46.0,4.0,left,0.0,3.57,right,unstructured,even
1481,63ea5b695d3f16b10c21a530,27.0,3.0,left,0.0,1.3643,right,unstructured,even
1482,63ea5b695d3f16b10c21a530,34.0,3.0,right,0.0,1.0274,left,unstructured,even
1483,63ea5b695d3f16b10c21a530,45.0,4.0,right,0.0,0.8533,left,unstructured,even
1484,63ea5b695d3f16b10c21a530,47.0,4.0,left,0.0,0.7035,right,unstructured,even
1485,63ea5b695d3f16b10c21a530,22.0,2.0,left,0.0,1.0405,right,unstructured,even
1486,63ea5b695d3f16b10c21a530,25.0,3.0,right,0.0,0.7783,left,unstructured,even
1487,63ea5b695d3f16b10c21a530,14.0,2.0,left,0.0,0.7793,right,unstructured,even
1488,6659faf2f7bbb47f4645a99a,25.0,3.0,left,0.0,7.038,right,unstructured,even
1489,6659faf2f7bbb47f4645a99a,4.0,1.0,left,0.0,7.209,right,unstructured,even
1490,6659faf2f7bbb47f4645a99a,21.0,2.0,left,1.0,13.5399,left,unstructured,even
1491,6659faf2f7bbb47f4645a99a,31.0,3.0,left,1.0,6.5226,left,unstructured,even
1492,6659faf2f7bbb47f4645a99a,7.0,1.0,left,1.0,4.5789,left,unstructured,even
1493,6659faf2f7bbb47f4645a99a,38.0,4.0,left,0.0,7.5624,right,unstructured,even
1494,6659faf2f7bbb47f4645a99a,22.0,2.0,right,1.0,11.9796,right,unstructured,even
1495,6659faf2f7bbb47f4645a99a,8.0,1.0,right,0.0,10.8175,left,unstructured,even
1496,6659faf2f7bbb47f4645a99a,2.0,1.0,right,0.0,8.8136,left,unstructured,even
1497,6659faf2f7bbb47f4645a99a,26.0,3.0,right,1.0,8.0721,right,unstructured,even
1498,6659faf2f7bbb47f4645a99a,6.0,1.0,right,1.0,7.1828,right,unstructured,even
1499,6659faf2f7bbb47f4645a99a,47.0,4.0,left,1.0,6.5239,left,unstructured,even
1500,6659faf2f7bbb47f4645a99a,0.0,1.0,left,1.0,8.7618,left,unstructured,even
1501,6659faf2f7bbb47f4645a99a,37.0,4.0,right,1.0,10.2264,right,unstructured,even
1502,6659faf2f7bbb47f4645a99a,34.0,3.0,left,1.0,13.3609,left,unstructured,even
1503,6659faf2f7bbb47f4645a99a,27.0,3.0,left,1.0,8.543,left,unstructured,even
1504,6659faf2f7bbb47f4645a99a,36.0,4.0,left,1.0,8.5442,left,unstructured,even
1505,6659faf2f7bbb47f4645a99a,23.0,2.0,left,1.0,4.1005,left,unstructured,even
1506,6659faf2f7bbb47f4645a99a,5.0,1.0,right,0.0,10.3289,left,unstructured,even
1507,6659faf2f7bbb47f4645a99a,39.0,4.0,right,0.0,3.5774,left,unstructured,even
1508,6659faf2f7bbb47f4645a99a,41.0,4.0,right,1.0,4.157,right,unstructured,even
1509,6659faf2f7bbb47f4645a99a,10.0,1.0,right,1.0,4.1231,right,unstructured,even
1510,6659faf2f7bbb47f4645a99a,13.0,2.0,right,1.0,4.1325,right,unstructured,even
1511,6659faf2f7bbb47f4645a99a,24.0,3.0,right,1.0,5.8498,right,unstructured,even
1512,6659faf2f7bbb47f4645a99a,9.0,1.0,right,1.0,5.2373,right,unstructured,even
1513,6659faf2f7bbb47f4645a99a,11.0,1.0,left,1.0,5.4412,left,unstructured,even
1514,6659faf2f7bbb47f4645a99a,16.0,2.0,left,1.0,9.5096,left,unstructured,even
1515,6659faf2f7bbb47f4645a99a,14.0,2.0,right,1.0,6.6934,right,unstructured,even
1516,6659faf2f7bbb47f4645a99a,20.0,2.0,left,1.0,6.1039,left,unstructured,even
1517,6659faf2f7bbb47f4645a99a,17.0,2.0,right,1.0,6.6478,right,unstructured,even
1518,6659faf2f7bbb47f4645a99a,44.0,4.0,right,1.0,6.279,right,unstructured,even
1519,6659faf2f7bbb47f4645a99a,33.0,3.0,right,1.0,7.1092,right,unstructured,even
1520,6659faf2f7bbb47f4645a99a,19.0,2.0,left,1.0,4.2153,left,unstructured,even
1521,6659faf2f7bbb47f4645a99a,18.0,2.0,left,1.0,4.397,left,unstructured,even
1522,6659faf2f7bbb47f4645a99a,32.0,3.0,right,1.0,3.0763,right,unstructured,even
1523,6659faf2f7bbb47f4645a99a,45.0,4.0,right,1.0,4.33,right,unstructured,even
1524,6659faf2f7bbb47f4645a99a,29.0,3.0,right,1.0,2.1246,right,unstructured,even
1525,6659faf2f7bbb47f4645a99a,15.0,2.0,right,1.0,4.4946,right,unstructured,even
1526,6659faf2f7bbb47f4645a99a,43.0,4.0,left,1.0,5.1939,left,unstructured,even
1527,6659faf2f7bbb47f4645a99a,35.0,3.0,right,1.0,6.0823,right,unstructured,even
1528,6659faf2f7bbb47f4645a99a,12.0,2.0,right,1.0,14.1423,right,unstructured,even
1529,6659faf2f7bbb47f4645a99a,46.0,4.0,right,1.0,4.4407,right,unstructured,even
1530,6659faf2f7bbb47f4645a99a,40.0,4.0,right,1.0,5.2246,right,unstructured,even
1531,6659faf2f7bbb47f4645a99a,30.0,3.0,right,1.0,4.9251,right,unstructured,even
1532,6659faf2f7bbb47f4645a99a,3.0,1.0,left,1.0,8.3967,left,unstructured,even
1533,6659faf2f7bbb47f4645a99a,1.0,1.0,right,1.0,4.0552,right,unstructured,even
1534,6659faf2f7bbb47f4645a99a,42.0,4.0,right,1.0,2.8608,right,unstructured,even
1535,6659faf2f7bbb47f4645a99a,28.0,3.0,right,1.0,3.7796,right,unstructured,even
1536,6687f601f314d21ec463f3da,47.0,4.0,left,0.0,5.299,right,unstructured,even
1537,6687f601f314d21ec463f3da,37.0,4.0,left,0.0,1.298,right,unstructured,even
1538,6687f601f314d21ec463f3da,3.0,1.0,left,1.0,1.062,left,unstructured,even
1539,6687f601f314d21ec463f3da,12.0,2.0,left,1.0,1.031,left,unstructured,even
1540,6687f601f314d21ec463f3da,10.0,1.0,right,0.0,1.04,left,unstructured,even
1541,6687f601f314d21ec463f3da,32.0,3.0,left,0.0,2.309,right,unstructured,even
1542,6687f601f314d21ec463f3da,7.0,1.0,right,0.0,1.799,left,unstructured,even
1543,6687f601f314d21ec463f3da,33.0,3.0,left,0.0,1.232,right,unstructured,even
1544,6687f601f314d21ec463f3da,13.0,2.0,right,0.0,11.64,left,unstructured,even
1545,6687f601f314d21ec463f3da,9.0,1.0,left,0.0,2.968,right,unstructured,even
1546,6687f601f314d21ec463f3da,34.0,3.0,right,0.0,1.964,left,unstructured,even
1547,6687f601f314d21ec463f3da,28.0,3.0,left,0.0,5.977,right,unstructured,even
1548,6687f601f314d21ec463f3da,4.0,1.0,right,0.0,4.397,left,unstructured,even
1549,6687f601f314d21ec463f3da,29.0,3.0,left,0.0,1.133,right,unstructured,even
1550,6687f601f314d21ec463f3da,35.0,3.0,left,0.0,1.774,right,unstructured,even
1551,6687f601f314d21ec463f3da,14.0,2.0,left,0.0,2.031,right,unstructured,even
1552,6687f601f314d21ec463f3da,41.0,4.0,left,0.0,2.038,right,unstructured,even
1553,6687f601f314d21ec463f3da,30.0,3.0,right,0.0,1.077,left,unstructured,even
1554,6687f601f314d21ec463f3da,8.0,1.0,left,0.0,2.337,right,unstructured,even
1555,6687f601f314d21ec463f3da,44.0,4.0,right,0.0,1.172,left,unstructured,even
1556,6687f601f314d21ec463f3da,16.0,2.0,right,0.0,1.399,left,unstructured,even
1557,6687f601f314d21ec463f3da,42.0,4.0,right,0.0,1.329,left,unstructured,even
1558,6687f601f314d21ec463f3da,19.0,2.0,left,0.0,2.396,right,unstructured,even
1559,6687f601f314d21ec463f3da,2.0,1.0,right,0.0,4.93,left,unstructured,even
1560,6687f601f314d21ec463f3da,38.0,4.0,left,0.0,1.902,right,unstructured,even
1561,6687f601f314d21ec463f3da,18.0,2.0,left,0.0,1.735,right,unstructured,even
1562,6687f601f314d21ec463f3da,39.0,4.0,right,0.0,1.742,left,unstructured,even
1563,6687f601f314d21ec463f3da,5.0,1.0,right,0.0,1.41,left,unstructured,even
1564,6687f601f314d21ec463f3da,31.0,3.0,left,0.0,1.904,right,unstructured,even
1565,6687f601f314d21ec463f3da,23.0,2.0,right,0.0,1.346,left,unstructured,even
1566,6687f601f314d21ec463f3da,40.0,4.0,right,0.0,1.467,left,unstructured,even
1567,6687f601f314d21ec463f3da,43.0,4.0,right,0.0,1.396,left,unstructured,even
1568,6687f601f314d21ec463f3da,6.0,1.0,right,0.0,2.578,left,unstructured,even
1569,6687f601f314d21ec463f3da,26.0,3.0,right,0.0,1.634,left,unstructured,even
1570,6687f601f314d21ec463f3da,1.0,1.0,right,0.0,1.864,left,unstructured,even
1571,6687f601f314d21ec463f3da,36.0,4.0,right,0.0,1.53,left,unstructured,even
1572,6687f601f314d21ec463f3da,25.0,3.0,left,0.0,1.836,right,unstructured,even
1573,6687f601f314d21ec463f3da,24.0,3.0,right,0.0,1.512,left,unstructured,even
1574,6687f601f314d21ec463f3da,0.0,1.0,left,0.0,1.766,right,unstructured,even
1575,6687f601f314d21ec463f3da,21.0,2.0,left,0.0,1.898,right,unstructured,even
1576,6687f601f314d21ec463f3da,20.0,2.0,right,0.0,2.064,left,unstructured,even
1577,6687f601f314d21ec463f3da,22.0,2.0,left,0.0,2.435,right,unstructured,even
1578,6687f601f314d21ec463f3da,11.0,1.0,right,0.0,1.644,left,unstructured,even
1579,6687f601f314d21ec463f3da,15.0,2.0,right,0.0,1.677,left,unstructured,even
1580,6687f601f314d21ec463f3da,45.0,4.0,left,0.0,1.731,right,unstructured,even
1581,6687f601f314d21ec463f3da,46.0,4.0,right,0.0,1.629,left,unstructured,even
1582,6687f601f314d21ec463f3da,27.0,3.0,left,0.0,2.398,right,unstructured,even
1583,6687f601f314d21ec463f3da,17.0,2.0,left,0.0,1.701,right,unstructured,even
1584,5e9895448425bb089ed49884,47.0,4.0,right,0.0,1.5078,left,unstructured,even
1585,5e9895448425bb089ed49884,19.0,2.0,left,1.0,3.3808,left,unstructured,even
1586,5e9895448425bb089ed49884,14.0,2.0,right,1.0,1.1529,right,unstructured,even
1587,5e9895448425bb089ed49884,9.0,1.0,right,0.0,0.9055,left,unstructured,even
1588,5e9895448425bb089ed49884,42.0,4.0,left,0.0,0.7456,right,unstructured,even
1589,5e9895448425bb089ed49884,46.0,4.0,right,0.0,0.7767,left,unstructured,even
1590,5e9895448425bb089ed49884,7.0,1.0,left,0.0,0.6049,right,unstructured,even
1591,5e9895448425bb089ed49884,45.0,4.0,left,0.0,0.8422,right,unstructured,even
1592,5e9895448425bb089ed49884,11.0,1.0,left,0.0,1.8176,right,unstructured,even
1593,5e9895448425bb089ed49884,4.0,1.0,left,1.0,1.1885,left,unstructured,even
1594,5e9895448425bb089ed49884,24.0,3.0,left,0.0,1.4051,right,unstructured,even
1595,5e9895448425bb089ed49884,20.0,2.0,right,0.0,2.7603,left,unstructured,even
1596,5e9895448425bb089ed49884,3.0,1.0,right,0.0,2.3065,left,unstructured,even
1597,5e9895448425bb089ed49884,18.0,2.0,left,0.0,2.5041,right,unstructured,even
1598,5e9895448425bb089ed49884,29.0,3.0,left,0.0,0.8915,right,unstructured,even
1599,5e9895448425bb089ed49884,44.0,4.0,right,0.0,1.4755,left,unstructured,even
1600,5e9895448425bb089ed49884,28.0,3.0,left,0.0,1.2876,right,unstructured,even
1601,5e9895448425bb089ed49884,30.0,3.0,left,0.0,1.1558,right,unstructured,even
1602,5e9895448425bb089ed49884,16.0,2.0,left,0.0,0.9089,right,unstructured,even
1603,5e9895448425bb089ed49884,39.0,4.0,right,0.0,0.8757,left,unstructured,even
1604,5e9895448425bb089ed49884,10.0,1.0,left,0.0,1.393,right,unstructured,even
1605,5e9895448425bb089ed49884,27.0,3.0,left,0.0,1.1405,right,unstructured,even
1606,5e9895448425bb089ed49884,0.0,1.0,left,0.0,2.6415,right,unstructured,even
1607,5e9895448425bb089ed49884,40.0,4.0,right,0.0,2.3102,left,unstructured,even
1608,5e9895448425bb089ed49884,15.0,2.0,left,0.0,2.6253,right,unstructured,even
1609,5e9895448425bb089ed49884,37.0,4.0,right,0.0,2.5255,left,unstructured,even
1610,5e9895448425bb089ed49884,12.0,2.0,right,0.0,2.5563,left,unstructured,even
1611,5e9895448425bb089ed49884,5.0,1.0,left,1.0,4.2037,left,unstructured,even
1612,5e9895448425bb089ed49884,33.0,3.0,left,0.0,0.8732,right,unstructured,even
1613,5e9895448425bb089ed49884,34.0,3.0,left,0.0,1.4424,right,unstructured,even
1614,5e9895448425bb089ed49884,17.0,2.0,right,0.0,0.4611,left,unstructured,even
1615,5e9895448425bb089ed49884,41.0,4.0,right,0.0,0.2966,left,unstructured,even
1616,5e9895448425bb089ed49884,1.0,1.0,left,0.0,0.3178,right,unstructured,even
1617,5e9895448425bb089ed49884,22.0,2.0,right,0.0,0.0888,left,unstructured,even
1618,5e9895448425bb089ed49884,6.0,1.0,left,1.0,0.4602,left,unstructured,even
1619,5e9895448425bb089ed49884,8.0,1.0,right,1.0,0.8884,right,unstructured,even
1620,5e9895448425bb089ed49884,21.0,2.0,left,0.0,2.7749,right,unstructured,even
1621,5e9895448425bb089ed49884,35.0,3.0,right,0.0,2.2825,left,unstructured,even
1622,5e9895448425bb089ed49884,31.0,3.0,left,0.0,4.5741,right,unstructured,even
1623,5e9895448425bb089ed49884,23.0,2.0,right,0.0,3.6561,left,unstructured,even
1624,5e9895448425bb089ed49884,38.0,4.0,left,0.0,1.6623,right,unstructured,even
1625,5e9895448425bb089ed49884,2.0,1.0,left,0.0,2.8138,right,unstructured,even
1626,5e9895448425bb089ed49884,43.0,4.0,right,0.0,1.7084,left,unstructured,even
1627,5e9895448425bb089ed49884,32.0,3.0,right,0.0,1.989,left,unstructured,even
1628,5e9895448425bb089ed49884,26.0,3.0,right,0.0,2.6426,left,unstructured,even
1629,5e9895448425bb089ed49884,36.0,4.0,right,0.0,5.9244,left,unstructured,even
1630,5e9895448425bb089ed49884,25.0,3.0,left,0.0,1.5398,right,unstructured,even
1631,5e9895448425bb089ed49884,13.0,2.0,left,0.0,3.4219,right,unstructured,even
1632,5de83f3b3aa615000a41f831,30.0,3.0,right,1.0,20.001,right,unstructured,even
1633,5de83f3b3aa615000a41f831,25.0,3.0,left,1.0,5.79,left,unstructured,even
1634,5de83f3b3aa615000a41f831,19.0,2.0,left,0.0,9.036,right,unstructured,even
1635,5de83f3b3aa615000a41f831,29.0,3.0,right,1.0,8.592,right,unstructured,even
1636,5de83f3b3aa615000a41f831,18.0,2.0,right,1.0,8.019,right,unstructured,even
1637,5de83f3b3aa615000a41f831,38.0,4.0,left,1.0,3.251,left,unstructured,even
1638,5de83f3b3aa615000a41f831,45.0,4.0,left,1.0,3.158,left,unstructured,even
1639,5de83f3b3aa615000a41f831,4.0,1.0,right,1.0,4.126,right,unstructured,even
1640,5de83f3b3aa615000a41f831,2.0,1.0,right,1.0,7.63,right,unstructured,even
1641,5de83f3b3aa615000a41f831,40.0,4.0,left,1.0,5.03,left,unstructured,even
1642,5de83f3b3aa615000a41f831,34.0,3.0,left,1.0,5.336,left,unstructured,even
1643,5de83f3b3aa615000a41f831,27.0,3.0,right,1.0,11.628,right,unstructured,even
1644,5de83f3b3aa615000a41f831,42.0,4.0,right,1.0,5.022,right,unstructured,even
1645,5de83f3b3aa615000a41f831,24.0,3.0,right,1.0,8.622,right,unstructured,even
1646,5de83f3b3aa615000a41f831,46.0,4.0,left,1.0,8.183,left,unstructured,even
1647,5de83f3b3aa615000a41f831,5.0,1.0,left,0.0,9.761,right,unstructured,even
1648,5de83f3b3aa615000a41f831,43.0,4.0,left,1.0,4.05,left,unstructured,even
1649,5de83f3b3aa615000a41f831,39.0,4.0,right,1.0,6.128,right,unstructured,even
1650,5de83f3b3aa615000a41f831,26.0,3.0,right,1.0,5.01,right,unstructured,even
1651,5de83f3b3aa615000a41f831,6.0,1.0,left,1.0,2.973,left,unstructured,even
1652,5de83f3b3aa615000a41f831,33.0,3.0,left,1.0,5.783,left,unstructured,even
1653,5de83f3b3aa615000a41f831,15.0,2.0,right,1.0,4.006,right,unstructured,even
1654,5de83f3b3aa615000a41f831,35.0,3.0,right,1.0,3.455,right,unstructured,even
1655,5de83f3b3aa615000a41f831,32.0,3.0,right,1.0,6.164,right,unstructured,even
1656,5de83f3b3aa615000a41f831,22.0,2.0,left,1.0,6.605,left,unstructured,even
1657,5de83f3b3aa615000a41f831,10.0,1.0,left,0.0,15.723,right,unstructured,even
1658,5de83f3b3aa615000a41f831,1.0,1.0,right,1.0,2.977,right,unstructured,even
1659,5de83f3b3aa615000a41f831,31.0,3.0,left,1.0,6.421,left,unstructured,even
1660,5de83f3b3aa615000a41f831,8.0,1.0,left,0.0,7.861,right,unstructured,even
1661,5de83f3b3aa615000a41f831,3.0,1.0,left,1.0,8.686,left,unstructured,even
1662,5de83f3b3aa615000a41f831,36.0,4.0,left,1.0,3.113,left,unstructured,even
1663,5de83f3b3aa615000a41f831,7.0,1.0,left,1.0,9.606,left,unstructured,even
1664,5de83f3b3aa615000a41f831,9.0,1.0,left,0.0,4.19,right,unstructured,even
1665,5de83f3b3aa615000a41f831,17.0,2.0,left,1.0,4.5,left,unstructured,even
1666,5de83f3b3aa615000a41f831,21.0,2.0,left,1.0,3.344,left,unstructured,even
1667,5de83f3b3aa615000a41f831,13.0,2.0,right,0.0,3.075,left,unstructured,even
1668,5de83f3b3aa615000a41f831,44.0,4.0,left,1.0,4.087,left,unstructured,even
1669,5de83f3b3aa615000a41f831,37.0,4.0,left,1.0,5.304,left,unstructured,even
1670,5de83f3b3aa615000a41f831,11.0,1.0,right,1.0,6.736,right,unstructured,even
1671,5de83f3b3aa615000a41f831,47.0,4.0,right,1.0,2.705,right,unstructured,even
1672,5de83f3b3aa615000a41f831,12.0,2.0,right,1.0,2.72,right,unstructured,even
1673,5de83f3b3aa615000a41f831,14.0,2.0,left,1.0,2.42,left,unstructured,even
1674,5de83f3b3aa615000a41f831,41.0,4.0,left,1.0,3.063,left,unstructured,even
1675,5de83f3b3aa615000a41f831,23.0,2.0,left,1.0,2.608,left,unstructured,even
1676,5de83f3b3aa615000a41f831,20.0,2.0,left,1.0,24.99,left,unstructured,even
1677,5de83f3b3aa615000a41f831,16.0,2.0,right,1.0,9.584,right,unstructured,even
1678,5de83f3b3aa615000a41f831,28.0,3.0,left,1.0,3.74,left,unstructured,even
1679,5de83f3b3aa615000a41f831,0.0,1.0,right,1.0,5.324,right,unstructured,even
1680,62b369fdab5263ee3bb43c03,12.0,2.0,right,0.0,15.4242,left,unstructured,even
1681,62b369fdab5263ee3bb43c03,28.0,3.0,left,0.0,1.491,right,unstructured,even
1682,62b369fdab5263ee3bb43c03,4.0,1.0,right,1.0,1.6794,right,unstructured,even
1683,62b369fdab5263ee3bb43c03,18.0,2.0,left,0.0,0.8458,right,unstructured,even
1684,62b369fdab5263ee3bb43c03,3.0,1.0,right,1.0,0.6168,right,unstructured,even
1685,62b369fdab5263ee3bb43c03,9.0,1.0,left,0.0,1.6958,right,unstructured,even
1686,62b369fdab5263ee3bb43c03,16.0,2.0,left,0.0,1.9376,right,unstructured,even
1687,62b369fdab5263ee3bb43c03,6.0,1.0,right,0.0,1.1157,left,unstructured,even
1688,62b369fdab5263ee3bb43c03,29.0,3.0,right,0.0,1.8701,left,unstructured,even
1689,62b369fdab5263ee3bb43c03,10.0,1.0,left,1.0,6.6904,left,unstructured,even
1690,62b369fdab5263ee3bb43c03,42.0,4.0,right,1.0,1.8163,right,unstructured,even
1691,62b369fdab5263ee3bb43c03,11.0,1.0,left,1.0,1.3124,left,unstructured,even
1692,62b369fdab5263ee3bb43c03,2.0,1.0,right,1.0,1.1967,right,unstructured,even
1693,62b369fdab5263ee3bb43c03,39.0,4.0,right,1.0,1.4861,right,unstructured,even
1694,62b369fdab5263ee3bb43c03,25.0,3.0,right,1.0,1.2238,right,unstructured,even
1695,62b369fdab5263ee3bb43c03,40.0,4.0,left,0.0,1.7367,right,unstructured,even
1696,62b369fdab5263ee3bb43c03,47.0,4.0,left,1.0,1.5848,left,unstructured,even
1697,62b369fdab5263ee3bb43c03,27.0,3.0,left,1.0,1.3984,left,unstructured,even
1698,62b369fdab5263ee3bb43c03,8.0,1.0,right,0.0,2.7619,left,unstructured,even
1699,62b369fdab5263ee3bb43c03,0.0,1.0,right,0.0,3.5975,left,unstructured,even
1700,62b369fdab5263ee3bb43c03,23.0,2.0,right,0.0,1.6692,left,unstructured,even
1701,62b369fdab5263ee3bb43c03,46.0,4.0,left,0.0,3.6364,right,unstructured,even
1702,62b369fdab5263ee3bb43c03,38.0,4.0,right,0.0,3.3362,left,unstructured,even
1703,62b369fdab5263ee3bb43c03,32.0,3.0,right,1.0,2.9161,right,unstructured,even
1704,62b369fdab5263ee3bb43c03,24.0,3.0,left,1.0,1.7967,left,unstructured,even
1705,62b369fdab5263ee3bb43c03,17.0,2.0,left,0.0,1.9577,right,unstructured,even
1706,62b369fdab5263ee3bb43c03,43.0,4.0,left,1.0,2.9179,left,unstructured,even
1707,62b369fdab5263ee3bb43c03,37.0,4.0,right,0.0,4.4035,left,unstructured,even
1708,62b369fdab5263ee3bb43c03,7.0,1.0,left,0.0,2.2677,right,unstructured,even
1709,62b369fdab5263ee3bb43c03,31.0,3.0,left,0.0,1.3528,right,unstructured,even
1710,62b369fdab5263ee3bb43c03,13.0,2.0,left,0.0,1.6177,right,unstructured,even
1711,62b369fdab5263ee3bb43c03,35.0,3.0,right,1.0,4.3835,right,unstructured,even
1712,62b369fdab5263ee3bb43c03,45.0,4.0,left,0.0,2.9029,right,unstructured,even
1713,62b369fdab5263ee3bb43c03,21.0,2.0,right,0.0,18.0871,left,unstructured,even
1714,62b369fdab5263ee3bb43c03,26.0,3.0,right,0.0,4.3014,left,unstructured,even
1715,62b369fdab5263ee3bb43c03,44.0,4.0,left,0.0,6.7016,right,unstructured,even
1716,62b369fdab5263ee3bb43c03,34.0,3.0,left,0.0,5.585,right,unstructured,even
1717,62b369fdab5263ee3bb43c03,1.0,1.0,right,0.0,10.8781,left,unstructured,even
1718,62b369fdab5263ee3bb43c03,19.0,2.0,left,0.0,9.32,right,unstructured,even
1719,62b369fdab5263ee3bb43c03,30.0,3.0,right,0.0,3.616,left,unstructured,even
1720,62b369fdab5263ee3bb43c03,5.0,1.0,left,0.0,2.2559,right,unstructured,even
1721,62b369fdab5263ee3bb43c03,22.0,2.0,left,0.0,5.5247,right,unstructured,even
1722,62b369fdab5263ee3bb43c03,33.0,3.0,left,0.0,1.4444,right,unstructured,even
1723,62b369fdab5263ee3bb43c03,20.0,2.0,left,1.0,4.2531,left,unstructured,even
1724,62b369fdab5263ee3bb43c03,41.0,4.0,left,0.0,3.8715,right,unstructured,even
1725,62b369fdab5263ee3bb43c03,14.0,2.0,left,1.0,2.8694,left,unstructured,even
1726,62b369fdab5263ee3bb43c03,36.0,4.0,left,1.0,8.2345,left,unstructured,even
1727,62b369fdab5263ee3bb43c03,15.0,2.0,right,0.0,5.6408,left,unstructured,even
1728,6657584ca6e3645f4a99e753,34.0,3.0,left,1.0,3.4431,left,unstructured,even
1729,6657584ca6e3645f4a99e753,1.0,1.0,left,1.0,13.2668,left,unstructured,even
1730,6657584ca6e3645f4a99e753,9.0,1.0,right,0.0,6.7843,left,unstructured,even
1731,6657584ca6e3645f4a99e753,19.0,2.0,left,1.0,1.8497,left,unstructured,even
1732,6657584ca6e3645f4a99e753,15.0,2.0,left,1.0,4.2917,left,unstructured,even
1733,6657584ca6e3645f4a99e753,24.0,3.0,left,0.0,7.4787,right,unstructured,even
1734,6657584ca6e3645f4a99e753,23.0,2.0,right,0.0,3.6508,left,unstructured,even
1735,6657584ca6e3645f4a99e753,36.0,4.0,left,0.0,4.7501,right,unstructured,even
1736,6657584ca6e3645f4a99e753,10.0,1.0,right,0.0,1.1268,left,unstructured,even
1737,6657584ca6e3645f4a99e753,4.0,1.0,right,1.0,0.7177,right,unstructured,even
1738,6657584ca6e3645f4a99e753,17.0,2.0,left,1.0,1.8491,left,unstructured,even
1739,6657584ca6e3645f4a99e753,7.0,1.0,right,1.0,0.6686,right,unstructured,even
1740,6657584ca6e3645f4a99e753,35.0,3.0,left,1.0,0.8931,left,unstructured,even
1741,6657584ca6e3645f4a99e753,38.0,4.0,left,0.0,3.6272,right,unstructured,even
1742,6657584ca6e3645f4a99e753,41.0,4.0,left,0.0,1.9429,right,unstructured,even
1743,6657584ca6e3645f4a99e753,33.0,3.0,right,0.0,2.6217,left,unstructured,even
1744,6657584ca6e3645f4a99e753,27.0,3.0,right,0.0,3.8934,left,unstructured,even
1745,6657584ca6e3645f4a99e753,30.0,3.0,left,0.0,4.8654,right,unstructured,even
1746,6657584ca6e3645f4a99e753,46.0,4.0,right,0.0,3.082,left,unstructured,even
1747,6657584ca6e3645f4a99e753,31.0,3.0,right,0.0,2.0397,left,unstructured,even
1748,6657584ca6e3645f4a99e753,37.0,4.0,right,0.0,1.2498,left,unstructured,even
1749,6657584ca6e3645f4a99e753,16.0,2.0,left,1.0,1.5505,left,unstructured,even
1750,6657584ca6e3645f4a99e753,14.0,2.0,left,0.0,1.2434,right,unstructured,even
1751,6657584ca6e3645f4a99e753,44.0,4.0,left,0.0,2.9431,right,unstructured,even
1752,6657584ca6e3645f4a99e753,25.0,3.0,right,0.0,1.9338,left,unstructured,even
1753,6657584ca6e3645f4a99e753,20.0,2.0,left,0.0,1.6298,right,unstructured,even
1754,6657584ca6e3645f4a99e753,2.0,1.0,left,0.0,2.2346,right,unstructured,even
1755,6657584ca6e3645f4a99e753,21.0,2.0,left,0.0,1.9459,right,unstructured,even
1756,6657584ca6e3645f4a99e753,18.0,2.0,right,0.0,4.2503,left,unstructured,even
1757,6657584ca6e3645f4a99e753,29.0,3.0,left,0.0,1.9377,right,unstructured,even
1758,6657584ca6e3645f4a99e753,32.0,3.0,right,0.0,2.6053,left,unstructured,even
1759,6657584ca6e3645f4a99e753,11.0,1.0,right,0.0,2.501,left,unstructured,even
1760,6657584ca6e3645f4a99e753,26.0,3.0,left,0.0,2.0732,right,unstructured,even
1761,6657584ca6e3645f4a99e753,45.0,4.0,right,0.0,2.5678,left,unstructured,even
1762,6657584ca6e3645f4a99e753,12.0,2.0,left,0.0,1.6044,right,unstructured,even
1763,6657584ca6e3645f4a99e753,39.0,4.0,left,0.0,2.5765,right,unstructured,even
1764,6657584ca6e3645f4a99e753,8.0,1.0,left,0.0,2.5007,right,unstructured,even
1765,6657584ca6e3645f4a99e753,13.0,2.0,right,0.0,2.0549,left,unstructured,even
