,Prolific ID,test_index,num_feats,Correct Response,test_key_resp.corr,test_key_resp.rt,graph_type
28,659708893d2777f3f7201b05,43.0,4.0,left,1.0,2.1492,unstructured
29,659708893d2777f3f7201b05,47.0,4.0,right,0.0,3.121,unstructured
30,659708893d2777f3f7201b05,38.0,4.0,left,1.0,2.6826,unstructured
31,659708893d2777f3f7201b05,8.0,1.0,right,1.0,5.9655,unstructured
32,659708893d2777f3f7201b05,10.0,1.0,right,1.0,1.4696,unstructured
33,659708893d2777f3f7201b05,11.0,1.0,right,1.0,1.0268,unstructured
34,659708893d2777f3f7201b05,9.0,1.0,left,1.0,0.834,unstructured
35,659708893d2777f3f7201b05,24.0,3.0,right,1.0,1.0164,unstructured
36,659708893d2777f3f7201b05,30.0,3.0,left,1.0,1.7004,unstructured
37,659708893d2777f3f7201b05,22.0,2.0,left,0.0,2.5825,unstructured
38,659708893d2777f3f7201b05,5.0,1.0,right,1.0,1.2974,unstructured
39,659708893d2777f3f7201b05,18.0,2.0,right,1.0,1.4976,unstructured
40,659708893d2777f3f7201b05,37.0,4.0,left,1.0,1.3706,unstructured
41,659708893d2777f3f7201b05,16.0,2.0,left,1.0,1.3507,unstructured
42,659708893d2777f3f7201b05,39.0,4.0,right,0.0,2.6085,unstructured
43,659708893d2777f3f7201b05,29.0,3.0,left,0.0,1.1998,unstructured
44,659708893d2777f3f7201b05,25.0,3.0,left,1.0,1.9198,unstructured
45,659708893d2777f3f7201b05,1.0,1.0,right,0.0,1.298,unstructured
46,659708893d2777f3f7201b05,17.0,2.0,right,1.0,0.7833,unstructured
47,659708893d2777f3f7201b05,6.0,1.0,right,1.0,0.8046,unstructured
0,6643bcf4ed868a9901a9dd7d,40.0,4.0,left,0.0,2.733,unstructured
1,6643bcf4ed868a9901a9dd7d,31.0,3.0,right,0.0,1.138,unstructured
2,6643bcf4ed868a9901a9dd7d,38.0,4.0,right,1.0,1.097,unstructured
3,6643bcf4ed868a9901a9dd7d,17.0,2.0,left,0.0,2.774,unstructured
4,6643bcf4ed868a9901a9dd7d,11.0,1.0,left,0.0,4.111,unstructured
5,6643bcf4ed868a9901a9dd7d,19.0,2.0,right,1.0,2.079,unstructured
6,6643bcf4ed868a9901a9dd7d,41.0,4.0,right,0.0,2.642,unstructured
7,6643bcf4ed868a9901a9dd7d,16.0,2.0,right,1.0,2.482,unstructured
8,6643bcf4ed868a9901a9dd7d,14.0,2.0,left,0.0,1.858,unstructured
9,6643bcf4ed868a9901a9dd7d,13.0,2.0,left,0.0,2.038,unstructured
10,6643bcf4ed868a9901a9dd7d,32.0,3.0,left,1.0,2.205,unstructured
11,6643bcf4ed868a9901a9dd7d,22.0,2.0,left,0.0,2.619,unstructured
12,6643bcf4ed868a9901a9dd7d,47.0,4.0,right,0.0,2.863,unstructured
13,6643bcf4ed868a9901a9dd7d,21.0,2.0,left,0.0,2.205,unstructured
14,6643bcf4ed868a9901a9dd7d,0.0,1.0,left,0.0,2.655,unstructured
15,6643bcf4ed868a9901a9dd7d,46.0,4.0,left,0.0,3.246,unstructured
16,6643bcf4ed868a9901a9dd7d,42.0,4.0,left,1.0,2.806,unstructured
17,6643bcf4ed868a9901a9dd7d,8.0,1.0,right,0.0,1.511,unstructured
18,6643bcf4ed868a9901a9dd7d,20.0,2.0,left,0.0,2.693,unstructured
19,6643bcf4ed868a9901a9dd7d,4.0,1.0,right,1.0,3.637,unstructured
20,6643bcf4ed868a9901a9dd7d,34.0,3.0,right,0.0,2.516,unstructured
21,6643bcf4ed868a9901a9dd7d,15.0,2.0,right,0.0,2.705,unstructured
22,6643bcf4ed868a9901a9dd7d,27.0,3.0,right,0.0,4.731,unstructured
23,6643bcf4ed868a9901a9dd7d,7.0,1.0,left,0.0,3.319,unstructured
24,6643bcf4ed868a9901a9dd7d,24.0,3.0,right,0.0,4.34,unstructured
25,6643bcf4ed868a9901a9dd7d,44.0,4.0,right,1.0,2.794,unstructured
26,6643bcf4ed868a9901a9dd7d,18.0,2.0,left,0.0,1.911,unstructured
27,6643bcf4ed868a9901a9dd7d,9.0,1.0,right,0.0,1.878,unstructured
28,6643bcf4ed868a9901a9dd7d,43.0,4.0,right,1.0,3.078,unstructured
29,6643bcf4ed868a9901a9dd7d,5.0,1.0,right,1.0,1.708,unstructured
30,6643bcf4ed868a9901a9dd7d,36.0,4.0,right,1.0,1.906,unstructured
31,6643bcf4ed868a9901a9dd7d,23.0,2.0,right,1.0,1.704,unstructured
32,6643bcf4ed868a9901a9dd7d,10.0,1.0,left,1.0,2.87,unstructured
33,6643bcf4ed868a9901a9dd7d,6.0,1.0,left,0.0,2.336,unstructured
34,6643bcf4ed868a9901a9dd7d,29.0,3.0,left,1.0,2.39,unstructured
35,6643bcf4ed868a9901a9dd7d,33.0,3.0,left,1.0,2.606,unstructured
36,6643bcf4ed868a9901a9dd7d,26.0,3.0,right,0.0,2.258,unstructured
37,6643bcf4ed868a9901a9dd7d,37.0,4.0,right,0.0,5.147,unstructured
38,6643bcf4ed868a9901a9dd7d,39.0,4.0,right,0.0,4.755,unstructured
39,6643bcf4ed868a9901a9dd7d,1.0,1.0,left,0.0,2.414,unstructured
40,6643bcf4ed868a9901a9dd7d,35.0,3.0,right,1.0,5.113,unstructured
41,6643bcf4ed868a9901a9dd7d,25.0,3.0,left,1.0,2.842,unstructured
42,6643bcf4ed868a9901a9dd7d,30.0,3.0,right,1.0,2.956,unstructured
43,6643bcf4ed868a9901a9dd7d,28.0,3.0,right,1.0,4.441,unstructured
44,6643bcf4ed868a9901a9dd7d,45.0,4.0,left,1.0,2.852,unstructured
45,6643bcf4ed868a9901a9dd7d,12.0,2.0,right,0.0,1.765,unstructured
46,6643bcf4ed868a9901a9dd7d,2.0,1.0,left,1.0,5.017,unstructured
47,6643bcf4ed868a9901a9dd7d,3.0,1.0,right,1.0,1.983,unstructured
0,5edc195a95d5090e1c3f91b2,15.0,2.0,right,1.0,2.6625,structured
1,5edc195a95d5090e1c3f91b2,35.0,3.0,left,0.0,1.1497,structured
2,5edc195a95d5090e1c3f91b2,36.0,4.0,right,0.0,2.7588,structured
3,5edc195a95d5090e1c3f91b2,16.0,2.0,left,0.0,2.0573,structured
4,5edc195a95d5090e1c3f91b2,27.0,3.0,left,1.0,1.8975,structured
5,5edc195a95d5090e1c3f91b2,21.0,2.0,left,1.0,1.7664,structured
6,5edc195a95d5090e1c3f91b2,33.0,3.0,left,0.0,0.9956,structured
7,5edc195a95d5090e1c3f91b2,6.0,1.0,right,1.0,1.0325,structured
8,5edc195a95d5090e1c3f91b2,9.0,1.0,left,0.0,2.02,structured
9,5edc195a95d5090e1c3f91b2,37.0,4.0,right,0.0,2.9526,structured
10,5edc195a95d5090e1c3f91b2,20.0,2.0,left,1.0,3.6691,structured
11,5edc195a95d5090e1c3f91b2,13.0,2.0,left,1.0,2.6274,structured
12,5edc195a95d5090e1c3f91b2,26.0,3.0,left,1.0,4.0995,structured
13,5edc195a95d5090e1c3f91b2,22.0,2.0,left,0.0,1.0203,structured
14,5edc195a95d5090e1c3f91b2,8.0,1.0,right,1.0,2.6035,structured
15,5edc195a95d5090e1c3f91b2,12.0,2.0,left,1.0,2.1652,structured
16,5edc195a95d5090e1c3f91b2,34.0,3.0,right,0.0,5.625,structured
17,5edc195a95d5090e1c3f91b2,31.0,3.0,right,1.0,1.5718,structured
18,5edc195a95d5090e1c3f91b2,10.0,1.0,left,0.0,5.7943,structured
19,5edc195a95d5090e1c3f91b2,43.0,4.0,left,0.0,2.8082,structured
20,5edc195a95d5090e1c3f91b2,4.0,1.0,right,1.0,1.5022,structured
21,5edc195a95d5090e1c3f91b2,30.0,3.0,left,1.0,6.6724,structured
22,5edc195a95d5090e1c3f91b2,32.0,3.0,left,1.0,8.1152,structured
23,5edc195a95d5090e1c3f91b2,25.0,3.0,right,1.0,4.4327,structured
24,5edc195a95d5090e1c3f91b2,42.0,4.0,right,1.0,5.592,structured
25,5edc195a95d5090e1c3f91b2,38.0,4.0,left,0.0,6.761,structured
26,5edc195a95d5090e1c3f91b2,0.0,1.0,left,1.0,7.3923,structured
27,5edc195a95d5090e1c3f91b2,7.0,1.0,right,0.0,5.2427,structured
28,5edc195a95d5090e1c3f91b2,23.0,2.0,left,1.0,7.4901,structured
29,5edc195a95d5090e1c3f91b2,28.0,3.0,right,0.0,4.3151,structured
30,5edc195a95d5090e1c3f91b2,1.0,1.0,right,1.0,3.6898,structured
31,5edc195a95d5090e1c3f91b2,47.0,4.0,right,1.0,5.9166,structured
32,5edc195a95d5090e1c3f91b2,17.0,2.0,right,0.0,3.4287,structured
33,5edc195a95d5090e1c3f91b2,44.0,4.0,left,0.0,2.0029,structured
34,5edc195a95d5090e1c3f91b2,24.0,3.0,right,1.0,1.1927,structured
35,5edc195a95d5090e1c3f91b2,5.0,1.0,left,1.0,3.338,structured
36,5edc195a95d5090e1c3f91b2,19.0,2.0,right,1.0,4.8753,structured
37,5edc195a95d5090e1c3f91b2,40.0,4.0,right,1.0,1.9053,structured
38,5edc195a95d5090e1c3f91b2,2.0,1.0,right,0.0,4.6167,structured
39,5edc195a95d5090e1c3f91b2,18.0,2.0,right,1.0,4.4426,structured
40,5edc195a95d5090e1c3f91b2,46.0,4.0,right,1.0,1.879,structured
41,5edc195a95d5090e1c3f91b2,39.0,4.0,right,0.0,2.7235,structured
42,5edc195a95d5090e1c3f91b2,29.0,3.0,left,1.0,5.4074,structured
43,5edc195a95d5090e1c3f91b2,11.0,1.0,right,1.0,2.6593,structured
44,5edc195a95d5090e1c3f91b2,41.0,4.0,left,0.0,3.0292,structured
45,5edc195a95d5090e1c3f91b2,14.0,2.0,left,1.0,2.3319,structured
46,5edc195a95d5090e1c3f91b2,45.0,4.0,right,0.0,3.4782,structured
47,5edc195a95d5090e1c3f91b2,3.0,1.0,right,1.0,0.9145,structured
0,6685470a6b2b722556a02400,30.0,3.0,right,1.0,35.3142,unstructured
1,6685470a6b2b722556a02400,33.0,3.0,right,0.0,14.6271,unstructured
2,6685470a6b2b722556a02400,41.0,4.0,left,0.0,5.2643,unstructured
3,6685470a6b2b722556a02400,27.0,3.0,right,0.0,3.6591,unstructured
4,6685470a6b2b722556a02400,17.0,2.0,left,0.0,2.4031,unstructured
5,6685470a6b2b722556a02400,13.0,2.0,right,0.0,1.1807,unstructured
6,6685470a6b2b722556a02400,29.0,3.0,right,1.0,1.6252,unstructured
7,6685470a6b2b722556a02400,12.0,2.0,left,0.0,0.9039,unstructured
8,6685470a6b2b722556a02400,42.0,4.0,left,0.0,0.8631,unstructured
9,6685470a6b2b722556a02400,22.0,2.0,right,0.0,1.8608,unstructured
10,6685470a6b2b722556a02400,44.0,4.0,left,1.0,1.4079,unstructured
11,6685470a6b2b722556a02400,21.0,2.0,right,0.0,2.3865,unstructured
12,6685470a6b2b722556a02400,46.0,4.0,right,1.0,1.7363,unstructured
13,6685470a6b2b722556a02400,24.0,3.0,left,1.0,1.5906,unstructured
14,6685470a6b2b722556a02400,32.0,3.0,left,1.0,1.7245,unstructured
15,6685470a6b2b722556a02400,3.0,1.0,right,0.0,0.9385,unstructured
16,6685470a6b2b722556a02400,18.0,2.0,left,0.0,0.9108,unstructured
17,6685470a6b2b722556a02400,8.0,1.0,left,0.0,0.9622,unstructured
18,6685470a6b2b722556a02400,6.0,1.0,right,0.0,0.6819,unstructured
19,6685470a6b2b722556a02400,26.0,3.0,left,1.0,0.7507,unstructured
20,6685470a6b2b722556a02400,45.0,4.0,left,0.0,0.8197,unstructured
21,6685470a6b2b722556a02400,2.0,1.0,right,1.0,0.5283,unstructured
22,6685470a6b2b722556a02400,39.0,4.0,right,1.0,0.95,unstructured
23,6685470a6b2b722556a02400,15.0,2.0,right,0.0,0.6798,unstructured
24,6685470a6b2b722556a02400,10.0,1.0,right,1.0,0.7446,unstructured
25,6685470a6b2b722556a02400,5.0,1.0,left,1.0,0.6764,unstructured
26,6685470a6b2b722556a02400,4.0,1.0,left,1.0,0.7961,unstructured
27,6685470a6b2b722556a02400,7.0,1.0,right,1.0,0.841,unstructured
28,6685470a6b2b722556a02400,34.0,3.0,right,1.0,0.5826,unstructured
29,6685470a6b2b722556a02400,40.0,4.0,right,0.0,0.6661,unstructured
30,6685470a6b2b722556a02400,1.0,1.0,left,1.0,0.678,unstructured
31,6685470a6b2b722556a02400,14.0,2.0,right,1.0,0.585,unstructured
32,6685470a6b2b722556a02400,0.0,1.0,right,1.0,0.9218,unstructured
33,6685470a6b2b722556a02400,36.0,4.0,right,0.0,0.7517,unstructured
34,6685470a6b2b722556a02400,25.0,3.0,left,0.0,1.0023,unstructured
35,6685470a6b2b722556a02400,43.0,4.0,right,0.0,0.9687,unstructured
36,6685470a6b2b722556a02400,20.0,2.0,left,0.0,0.7413,unstructured
37,6685470a6b2b722556a02400,38.0,4.0,right,1.0,0.6269,unstructured
38,6685470a6b2b722556a02400,47.0,4.0,right,0.0,1.4937,unstructured
39,6685470a6b2b722556a02400,31.0,3.0,right,1.0,0.8263,unstructured
40,6685470a6b2b722556a02400,28.0,3.0,right,0.0,0.7446,unstructured
41,6685470a6b2b722556a02400,9.0,1.0,right,1.0,0.5214,unstructured
42,6685470a6b2b722556a02400,37.0,4.0,left,1.0,0.734,unstructured
43,6685470a6b2b722556a02400,19.0,2.0,right,0.0,0.7126,unstructured
44,6685470a6b2b722556a02400,11.0,1.0,left,1.0,0.5882,unstructured
45,6685470a6b2b722556a02400,16.0,2.0,left,0.0,0.7108,unstructured
46,6685470a6b2b722556a02400,35.0,3.0,right,1.0,0.6365,unstructured
47,6685470a6b2b722556a02400,23.0,2.0,left,1.0,0.7444,unstructured
0,6685c1d892088207df08cf6a,9.0,1.0,right,0.0,29.9661,unstructured
1,6685c1d892088207df08cf6a,33.0,3.0,right,0.0,5.2033,unstructured
2,6685c1d892088207df08cf6a,6.0,1.0,left,1.0,7.7031,unstructured
3,6685c1d892088207df08cf6a,17.0,2.0,right,0.0,4.6776,unstructured
4,6685c1d892088207df08cf6a,18.0,2.0,right,1.0,6.3265,unstructured
5,6685c1d892088207df08cf6a,41.0,4.0,right,1.0,5.6074,unstructured
6,6685c1d892088207df08cf6a,36.0,4.0,left,0.0,13.5299,unstructured
7,6685c1d892088207df08cf6a,15.0,2.0,right,0.0,4.561,unstructured
8,6685c1d892088207df08cf6a,45.0,4.0,left,0.0,5.7049,unstructured
9,6685c1d892088207df08cf6a,30.0,3.0,right,0.0,2.5461,unstructured
10,6685c1d892088207df08cf6a,47.0,4.0,left,0.0,1.716,unstructured
11,6685c1d892088207df08cf6a,16.0,2.0,left,1.0,12.0948,unstructured
12,6685c1d892088207df08cf6a,27.0,3.0,right,0.0,5.1999,unstructured
13,6685c1d892088207df08cf6a,25.0,3.0,left,0.0,2.1343,unstructured
14,6685c1d892088207df08cf6a,19.0,2.0,right,0.0,1.6653,unstructured
15,6685c1d892088207df08cf6a,46.0,4.0,left,0.0,1.6686,unstructured
16,6685c1d892088207df08cf6a,42.0,4.0,right,0.0,1.859,unstructured
17,6685c1d892088207df08cf6a,38.0,4.0,left,0.0,2.1191,unstructured
18,6685c1d892088207df08cf6a,0.0,1.0,right,1.0,6.7205,unstructured
19,6685c1d892088207df08cf6a,3.0,1.0,left,0.0,2.6262,unstructured
20,6685c1d892088207df08cf6a,5.0,1.0,right,1.0,14.547,unstructured
21,6685c1d892088207df08cf6a,13.0,2.0,left,1.0,10.1774,unstructured
22,6685c1d892088207df08cf6a,43.0,4.0,right,1.0,3.4347,unstructured
23,6685c1d892088207df08cf6a,7.0,1.0,left,1.0,5.0113,unstructured
24,6685c1d892088207df08cf6a,35.0,3.0,right,1.0,5.8671,unstructured
25,6685c1d892088207df08cf6a,1.0,1.0,right,1.0,3.4585,unstructured
26,6685c1d892088207df08cf6a,31.0,3.0,left,1.0,3.9135,unstructured
27,6685c1d892088207df08cf6a,29.0,3.0,left,1.0,3.7719,unstructured
28,6685c1d892088207df08cf6a,4.0,1.0,left,1.0,15.0179,unstructured
29,6685c1d892088207df08cf6a,23.0,2.0,left,1.0,8.64,unstructured
30,6685c1d892088207df08cf6a,20.0,2.0,left,1.0,5.0991,unstructured
31,6685c1d892088207df08cf6a,26.0,3.0,left,1.0,3.6583,unstructured
32,6685c1d892088207df08cf6a,28.0,3.0,left,1.0,6.5135,unstructured
33,6685c1d892088207df08cf6a,8.0,1.0,right,1.0,13.0663,unstructured
34,6685c1d892088207df08cf6a,12.0,2.0,right,1.0,4.5362,unstructured
35,6685c1d892088207df08cf6a,37.0,4.0,right,1.0,3.6907,unstructured
36,6685c1d892088207df08cf6a,21.0,2.0,left,1.0,5.0608,unstructured
37,6685c1d892088207df08cf6a,2.0,1.0,right,1.0,9.1632,unstructured
38,6685c1d892088207df08cf6a,24.0,3.0,right,1.0,3.1603,unstructured
39,6685c1d892088207df08cf6a,40.0,4.0,left,1.0,2.794,unstructured
40,6685c1d892088207df08cf6a,10.0,1.0,right,0.0,7.1078,unstructured
41,6685c1d892088207df08cf6a,34.0,3.0,left,1.0,2.9994,unstructured
42,6685c1d892088207df08cf6a,44.0,4.0,right,1.0,7.7237,unstructured
43,6685c1d892088207df08cf6a,22.0,2.0,right,1.0,6.8414,unstructured
44,6685c1d892088207df08cf6a,32.0,3.0,left,1.0,5.1687,unstructured
45,6685c1d892088207df08cf6a,11.0,1.0,right,1.0,6.9038,unstructured
46,6685c1d892088207df08cf6a,14.0,2.0,left,1.0,4.5111,unstructured
47,6685c1d892088207df08cf6a,39.0,4.0,right,1.0,2.3194,unstructured
0,60a2e0d487739d8c18eed442,3.0,1.0,left,0.0,8.905,structured
1,60a2e0d487739d8c18eed442,33.0,3.0,right,1.0,17.927,structured
2,60a2e0d487739d8c18eed442,18.0,2.0,right,1.0,31.972,structured
3,60a2e0d487739d8c18eed442,14.0,2.0,left,0.0,22.518,structured
4,60a2e0d487739d8c18eed442,32.0,3.0,right,0.0,9.806,structured
5,60a2e0d487739d8c18eed442,5.0,1.0,right,1.0,16.539,structured
6,60a2e0d487739d8c18eed442,27.0,3.0,left,1.0,8.021,structured
7,60a2e0d487739d8c18eed442,37.0,4.0,left,1.0,19.759,structured
8,60a2e0d487739d8c18eed442,6.0,1.0,left,0.0,17.039,structured
9,60a2e0d487739d8c18eed442,23.0,2.0,left,1.0,26.353,structured
10,60a2e0d487739d8c18eed442,16.0,2.0,right,1.0,23.873,structured
11,60a2e0d487739d8c18eed442,7.0,1.0,right,0.0,6.955,structured
12,60a2e0d487739d8c18eed442,36.0,4.0,right,1.0,11.726,structured
13,60a2e0d487739d8c18eed442,40.0,4.0,right,1.0,17.889,structured
14,60a2e0d487739d8c18eed442,20.0,2.0,left,1.0,24.874,structured
15,60a2e0d487739d8c18eed442,9.0,1.0,left,1.0,26.406,structured
16,60a2e0d487739d8c18eed442,11.0,1.0,right,0.0,10.741,structured
17,60a2e0d487739d8c18eed442,42.0,4.0,left,1.0,21.49,structured
18,60a2e0d487739d8c18eed442,24.0,3.0,left,1.0,7.278,structured
19,60a2e0d487739d8c18eed442,45.0,4.0,left,0.0,7.039,structured
20,60a2e0d487739d8c18eed442,29.0,3.0,left,0.0,4.162,structured
21,60a2e0d487739d8c18eed442,2.0,1.0,right,1.0,8.093,structured
22,60a2e0d487739d8c18eed442,34.0,3.0,right,0.0,7.58,structured
23,60a2e0d487739d8c18eed442,31.0,3.0,left,0.0,12.778,structured
24,60a2e0d487739d8c18eed442,13.0,2.0,left,1.0,11.507,structured
25,60a2e0d487739d8c18eed442,15.0,2.0,right,0.0,19.362,structured
26,60a2e0d487739d8c18eed442,41.0,4.0,left,0.0,6.01,structured
27,60a2e0d487739d8c18eed442,39.0,4.0,right,1.0,12.61,structured
28,60a2e0d487739d8c18eed442,21.0,2.0,left,1.0,5.298,structured
29,60a2e0d487739d8c18eed442,8.0,1.0,left,1.0,18.193,structured
30,60a2e0d487739d8c18eed442,12.0,2.0,left,1.0,4.941,structured
31,60a2e0d487739d8c18eed442,44.0,4.0,left,0.0,6.257,structured
32,60a2e0d487739d8c18eed442,0.0,1.0,right,0.0,10.606,structured
33,60a2e0d487739d8c18eed442,26.0,3.0,right,1.0,9.771,structured
34,60a2e0d487739d8c18eed442,46.0,4.0,left,1.0,6.075,structured
35,60a2e0d487739d8c18eed442,17.0,2.0,left,0.0,11.597,structured
36,60a2e0d487739d8c18eed442,1.0,1.0,left,1.0,4.728,structured
37,60a2e0d487739d8c18eed442,28.0,3.0,left,0.0,3.645,structured
38,60a2e0d487739d8c18eed442,19.0,2.0,left,0.0,4.545,structured
39,60a2e0d487739d8c18eed442,43.0,4.0,right,0.0,3.912,structured
40,60a2e0d487739d8c18eed442,22.0,2.0,left,1.0,3.265,structured
41,60a2e0d487739d8c18eed442,38.0,4.0,right,0.0,3.165,structured
42,60a2e0d487739d8c18eed442,47.0,4.0,right,0.0,3.669,structured
43,60a2e0d487739d8c18eed442,35.0,3.0,left,0.0,3.742,structured
44,60a2e0d487739d8c18eed442,25.0,3.0,left,0.0,2.414,structured
45,60a2e0d487739d8c18eed442,30.0,3.0,right,0.0,2.627,structured
46,60a2e0d487739d8c18eed442,4.0,1.0,right,1.0,5.394,structured
47,60a2e0d487739d8c18eed442,10.0,1.0,right,0.0,2.253,structured
0,61108719ddb956bd0e94733d,37.0,4.0,right,0.0,1.6995,structured
1,61108719ddb956bd0e94733d,6.0,1.0,right,1.0,1.3182,structured
2,61108719ddb956bd0e94733d,24.0,3.0,right,0.0,1.4322,structured
3,61108719ddb956bd0e94733d,22.0,2.0,left,1.0,2.4012,structured
4,61108719ddb956bd0e94733d,5.0,1.0,right,0.0,1.866,structured
5,61108719ddb956bd0e94733d,23.0,2.0,right,0.0,2.5057,structured
6,61108719ddb956bd0e94733d,13.0,2.0,right,0.0,1.9651,structured
7,61108719ddb956bd0e94733d,41.0,4.0,right,1.0,2.0759,structured
8,61108719ddb956bd0e94733d,20.0,2.0,right,0.0,1.8562,structured
9,61108719ddb956bd0e94733d,9.0,1.0,left,1.0,2.3997,structured
10,61108719ddb956bd0e94733d,18.0,2.0,right,1.0,1.1734,structured
11,61108719ddb956bd0e94733d,27.0,3.0,right,0.0,1.8722,structured
12,61108719ddb956bd0e94733d,1.0,1.0,right,0.0,2.4756,structured
13,61108719ddb956bd0e94733d,33.0,3.0,right,1.0,2.0051,structured
14,61108719ddb956bd0e94733d,47.0,4.0,right,1.0,1.4998,structured
15,61108719ddb956bd0e94733d,38.0,4.0,right,1.0,1.7999,structured
16,61108719ddb956bd0e94733d,19.0,2.0,right,0.0,1.8346,structured
17,61108719ddb956bd0e94733d,3.0,1.0,left,0.0,1.5333,structured
18,61108719ddb956bd0e94733d,35.0,3.0,right,1.0,1.6875,structured
19,61108719ddb956bd0e94733d,42.0,4.0,right,1.0,1.9554,structured
20,61108719ddb956bd0e94733d,29.0,3.0,right,0.0,2.5,structured
21,61108719ddb956bd0e94733d,7.0,1.0,right,0.0,2.2833,structured
22,61108719ddb956bd0e94733d,28.0,3.0,right,0.0,2.1901,structured
23,61108719ddb956bd0e94733d,34.0,3.0,left,1.0,2.8665,structured
24,61108719ddb956bd0e94733d,25.0,3.0,left,0.0,1.6102,structured
25,61108719ddb956bd0e94733d,12.0,2.0,left,1.0,2.2569,structured
26,61108719ddb956bd0e94733d,32.0,3.0,right,1.0,2.1164,structured
27,61108719ddb956bd0e94733d,0.0,1.0,right,0.0,2.1499,structured
28,61108719ddb956bd0e94733d,45.0,4.0,left,0.0,1.9574,structured
29,61108719ddb956bd0e94733d,36.0,4.0,left,1.0,2.427,structured
30,61108719ddb956bd0e94733d,4.0,1.0,left,1.0,2.0006,structured
31,61108719ddb956bd0e94733d,31.0,3.0,right,0.0,1.8166,structured
32,61108719ddb956bd0e94733d,16.0,2.0,right,1.0,2.0903,structured
33,61108719ddb956bd0e94733d,44.0,4.0,left,1.0,2.7127,structured
34,61108719ddb956bd0e94733d,8.0,1.0,right,0.0,2.2706,structured
35,61108719ddb956bd0e94733d,46.0,4.0,left,0.0,2.5607,structured
36,61108719ddb956bd0e94733d,15.0,2.0,right,0.0,3.965,structured
37,61108719ddb956bd0e94733d,14.0,2.0,left,1.0,1.8805,structured
38,61108719ddb956bd0e94733d,10.0,1.0,left,1.0,2.7217,structured
39,61108719ddb956bd0e94733d,11.0,1.0,left,0.0,2.1165,structured
40,61108719ddb956bd0e94733d,39.0,4.0,left,0.0,2.2077,structured
41,61108719ddb956bd0e94733d,40.0,4.0,right,0.0,2.3663,structured
42,61108719ddb956bd0e94733d,17.0,2.0,right,0.0,1.9165,structured
43,61108719ddb956bd0e94733d,2.0,1.0,left,1.0,1.8992,structured
44,61108719ddb956bd0e94733d,43.0,4.0,right,0.0,2.4161,structured
45,61108719ddb956bd0e94733d,21.0,2.0,left,1.0,2.71,structured
46,61108719ddb956bd0e94733d,30.0,3.0,left,0.0,1.9586,structured
47,61108719ddb956bd0e94733d,26.0,3.0,left,1.0,2.3071,structured
0,5f40442792000717762de583,30.0,3.0,left,1.0,1.364,structured
1,5f40442792000717762de583,9.0,1.0,right,0.0,4.221,structured
2,5f40442792000717762de583,40.0,4.0,right,1.0,4.291,structured
3,5f40442792000717762de583,42.0,4.0,left,1.0,2.858,structured
4,5f40442792000717762de583,38.0,4.0,right,1.0,2.542,structured
5,5f40442792000717762de583,6.0,1.0,right,1.0,2.785,structured
6,5f40442792000717762de583,32.0,3.0,right,1.0,2.445,structured
7,5f40442792000717762de583,4.0,1.0,left,1.0,4.042,structured
8,5f40442792000717762de583,29.0,3.0,right,1.0,3.065,structured
9,5f40442792000717762de583,27.0,3.0,right,1.0,3.553,structured
10,5f40442792000717762de583,35.0,3.0,right,1.0,3.385,structured
11,5f40442792000717762de583,44.0,4.0,left,1.0,2.857,structured
12,5f40442792000717762de583,8.0,1.0,left,1.0,2.437,structured
13,5f40442792000717762de583,34.0,3.0,right,1.0,3.104,structured
14,5f40442792000717762de583,39.0,4.0,left,1.0,2.69,structured
15,5f40442792000717762de583,28.0,3.0,left,1.0,2.855,structured
16,5f40442792000717762de583,43.0,4.0,right,1.0,2.476,structured
17,5f40442792000717762de583,17.0,2.0,left,0.0,4.302,structured
18,5f40442792000717762de583,2.0,1.0,right,1.0,3.004,structured
19,5f40442792000717762de583,47.0,4.0,right,1.0,1.543,structured
20,5f40442792000717762de583,0.0,1.0,left,1.0,5.907,structured
21,5f40442792000717762de583,36.0,4.0,right,1.0,6.507,structured
22,5f40442792000717762de583,16.0,2.0,left,0.0,2.671,structured
23,5f40442792000717762de583,45.0,4.0,left,1.0,3.551,structured
24,5f40442792000717762de583,41.0,4.0,left,1.0,4.738,structured
25,5f40442792000717762de583,7.0,1.0,right,1.0,2.709,structured
26,5f40442792000717762de583,31.0,3.0,right,0.0,2.637,structured
27,5f40442792000717762de583,10.0,1.0,left,1.0,3.026,structured
28,5f40442792000717762de583,15.0,2.0,right,0.0,2.289,structured
29,5f40442792000717762de583,46.0,4.0,left,1.0,2.507,structured
30,5f40442792000717762de583,5.0,1.0,right,0.0,2.806,structured
31,5f40442792000717762de583,25.0,3.0,left,0.0,3.423,structured
32,5f40442792000717762de583,1.0,1.0,right,1.0,3.26,structured
33,5f40442792000717762de583,26.0,3.0,right,0.0,3.202,structured
34,5f40442792000717762de583,21.0,2.0,right,1.0,2.357,structured
35,5f40442792000717762de583,3.0,1.0,left,1.0,5.454,structured
36,5f40442792000717762de583,13.0,2.0,right,1.0,3.219,structured
37,5f40442792000717762de583,33.0,3.0,right,1.0,1.732,structured
38,5f40442792000717762de583,19.0,2.0,left,1.0,1.137,structured
39,5f40442792000717762de583,37.0,4.0,left,1.0,1.673,structured
40,5f40442792000717762de583,11.0,1.0,left,1.0,1.24,structured
